;dis_ref;ppt;tem;pet
2011-01-01;5.3464583333333335;2.192507188216914;0.3680095800593801;0.1441463910786798
2011-01-02;6.690520833333333;1.630707996631241;-0.7694412220563392;0.051400911961277
2011-01-03;7.18;0.604111483432625;-1.9324022793102555;0.0370252652789812
2011-01-04;7.3769791666666675;0.0;-4.063975233832875;0.0002388026308809
2011-01-05;6.824895833333333;3.314263577551574;-4.864876924573592;0.092951171833621
2011-01-06;13.232604166666667;11.342514161218595;4.375449591522562;0.4371455091057808
2011-01-07;119.57708333333333;1.9094765553112367;7.046893102130745;0.3607895955380137
2011-01-08;129.8125;11.073698496192788;9.119262319379692;0.3938682706006838
2011-01-09;118.73958333333333;3.1657782740513283;3.0780978756858817;0.4605639939573703
2011-01-10;71.94791666666667;0.0884544124924336;-1.728424064432593;0.0370550434319593
2011-01-11;39.729166666666664;0.4850697274336971;1.5521340089620952;0.3051846439537428
2011-01-12;27.167708333333334;4.920083172136913;3.260247615133693;0.4491468735112272
2011-01-13;27.971875;5.552157458741522;9.789336094016427;0.3495012412967214
2011-01-14;33.865625;2.631045020698796;8.628089461428212;0.4416294729772405
2011-01-15;27.922916666666666;0.015148233172466;6.2947985331819805;0.2606733968306384
2011-01-16;21.542708333333334;0.0;5.599569813543652;0.4363542250573699
2011-01-17;17.283333333333335;0.0359085262919759;3.657540413468852;0.441695768644913
2011-01-18;14.475;3.130439775213809;5.093746256092676;0.4834762847655643
2011-01-19;12.991666666666667;4.445061667423566;0.8469864190427564;0.2204771867408869
2011-01-20;12.032291666666666;0.6790788922102333;-0.7425941052219797;0.076327401395526
2011-01-21;10.5746875;0.4941671991058645;-3.03006343030268;0.0
2011-01-22;9.478125;0.917436250805162;-1.5225013666423055;0.0127634869665334
2011-01-23;8.910416666666666;1.4287062770141197;0.3420358029222128;0.2310802665319178
2011-01-24;9.996875000000001;1.5950400977555526;1.3042694978167415;0.2383100150903908
2011-01-25;12.066666666666668;3.8628665326469735;0.752556128364205;0.2493808822245416
2011-01-26;14.170833333333334;0.051315132853344;-0.5173512956255958;0.1148734327905483
2011-01-27;13.0375;0.0332055724345141;-2.1334620315884467;0.0191830384898669
2011-01-28;10.9596875;0.0057339469916248;-3.3177837438870506;0.0005763698984936
2011-01-29;9.066458333333333;0.001326488132708;-4.169923628213708;0.0240551429272846
2011-01-30;7.465729166666667;0.0;-5.198782376135815;0.0003068823692636
2011-01-31;6.250416666666666;0.0;-6.099762981359443;0.0100732277060501
2011-02-01;5.405625000000001;1.7583375382183872;-5.715121229162176;0.0801202995901031
2011-02-02;5.357083333333333;0.1688247360182995;-2.3763150830008364;0.0147835647758613
2011-02-03;4.8950000000000005;0.1751025131265433;0.7553904591549417;0.3321222100861277
2011-02-04;4.7625;0.5683004490115224;3.926300092285458;0.5853743361297349
2011-02-05;5.462708333333333;0.0077881077811128;6.807673771935864;0.3487077083768041
2011-02-06;5.682083333333334;0.001326488132708;5.676973822045688;0.545688311257072
2011-02-07;5.595208333333333;0.0351883809381618;5.403442241578644;0.8344805727214588
2011-02-08;5.509166666666666;0.0;4.676628623079898;0.7699153887030028
2011-02-09;4.8475;0.0;2.385642123886649;0.7032304406828792
2011-02-10;4.68;4.922628470303497;3.577667640784477;0.7145812177010242
2011-02-11;5.703125;3.900093816183285;8.382468900792059;0.447825725415087
2011-02-12;8.085520833333332;2.1534168584205577;6.974486380499988;0.7416032135274505
2011-02-13;8.228541666666667;0.0023983900096611;3.620833690477316;0.6071163249289364
2011-02-14;8.121354166666666;3.8435337248722026;4.118750063172632;0.7468739213708289
2011-02-15;9.363333333333333;0.7286224759209513;2.6480042561239605;0.5973295622311833
2011-02-16;10.030520833333332;0.0655357045446632;4.273974793897861;0.8240313532531517
2011-02-17;9.268541666666668;0.0376905154487756;1.753003049508775;0.6751001052752967
2011-02-18;8.185520833333333;0.0;-0.1111794496812431;0.225038879741204
2011-02-19;7.2771875;0.0253078686040085;1.0133014099897044;0.4311655640146312
2011-02-20;6.733125;0.5421901802359675;-1.5039256883300116;0.134914822432936
2011-02-21;6.079375;0.0;-4.130659347648006;0.0
