x,y,lon,lat
4103504.554682173,3028885.9838630077,6.94458,50.33124999698341
4103564.3089332366,3028883.491909275,6.945419999999999,50.33124999698341
4103560.501108476,3028791.2397483294,6.945419999999998,50.33041999698325
4103619.5450659934,3028788.7780973804,6.946249999999997,50.33041999698325
4103611.8857229073,3028603.162292838,6.946250000000002,50.328749996982836
4103670.9317935184,3028600.7012380557,6.947079999999997,50.328749996982836
4103667.1261394955,3028508.449066365,6.947079999999999,50.32791999698259
4103726.8846879397,3028505.9590047104,6.947920000000001,50.32791999698259
4103723.0342765166,3028412.5953449174,6.947919999999999,50.327079996982384
4103782.0824926547,3028410.1355631603,6.94875,50.327079996982384
4103774.475516883,3028225.6311772284,6.948750000000001,50.325419996982006
4103715.4252322917,3028228.0910310596,6.947919999999998,50.325419996982006
4103707.770487347,3028042.4753277944,6.9479200000000025,50.323749996981576
4103648.0066802707,3028044.9655727316,6.947080000000002,50.32374999698157
4103636.54458534,3027767.09801785,6.947080000000003,50.32124999698093
4103577.4891694384,3027769.5593984365,6.946250000000004,50.321249996980924
4103573.682787814,3027677.3074472495,6.946250000000003,50.32041999698072
4103454.8584614946,3027682.2619628566,6.944580000000005,50.32041999698072
4103451.0041485615,3027588.8986366335,6.9445799999999975,50.31957999698057
4103391.946748624,3027591.362104358,6.943749999999999,50.31957999698057
4103384.327926106,3027406.858521967,6.943750000000002,50.31791999698012
4103265.497527199,3027411.8173097367,6.942080000000002,50.31791999698013
4103261.6401654035,3027318.4541558386,6.942080000000003,50.317079996979906
4103202.5797474235,3027320.919746926,6.941249999999998,50.31707999697989
4103187.2842567954,3026950.8018807485,6.941250000000003,50.313749996979084
4103128.219722107,3026953.2682856154,6.940419999999998,50.31374999697909
4103120.547135995,3026767.653816704,6.94042,50.31207999697863
4103179.613751293,3026765.187339172,6.941249999999999,50.31207999697863
4103175.8015153236,3026672.93583139,6.941250000000001,50.31124999697845
4103234.869196851,3026670.469986687,6.942080000000001,50.31124999697843
4103231.0580289285,3026578.218463283,6.942080000000002,50.3104199969782
4103290.8384485226,3026575.7235541623,6.942919999999998,50.310419996978204
4103286.982456628,3026482.3605505307,6.942919999999999,50.309579996978094
4103346.0522834067,3026479.8959791753,6.9437500000000005,50.309579996978094
4103338.434279346,3026295.392890128,6.943749999999998,50.307919996977674
4103397.506206328,3026292.9289155914,6.944580000000002,50.30791999697769
4103389.8445282592,3026107.314372349,6.944580000000002,50.30624999697724
4103567.778479808,3026099.8965859776,6.9470800000000015,50.30624999697725
4103563.973745527,3026007.6449688324,6.947080000000003,50.30541999697703
4103623.7606650973,3026005.153918433,6.947919999999999,50.30541999697703
4103612.303979027,3025727.28761594,6.947919999999996,50.30291999697634
4103730.4606455644,3025722.3666240126,6.949579999999999,50.30291999697634
4103715.163314641,3025351.1372448774,6.949580000000003,50.299579996975574
4103774.9576948043,3025348.6479775156,6.950420000000004,50.29957999697558
4103767.3571267365,3025164.1448041387,6.950420000000002,50.29791999697514
4103826.441769154,3025161.685772055,6.951249999999999,50.297919996975146
4103822.5967965936,3025068.322715399,6.951250000000002,50.297079996974915
4103881.682517444,3025065.86431601,6.952080000000002,50.29707999697492
4103874.086289148,3024881.361122663,6.952080000000001,50.29541999697453
4103992.973864633,3024876.4165874543,6.953750000000003,50.29541999697453
4103989.132146992,3024783.0534839155,6.95375,50.294579996974335
4104048.221078508,3024780.5969916643,6.954579999999998,50.29457999697434
4104044.4261635374,3024688.3453384163,6.954580000000003,50.29374999697413
4104104.2280888353,3024685.859894791,6.955420000000002,50.293749996974135
4104100.434254035,3024593.6082257787,6.955419999999998,50.292919996973914
4104159.5253177327,3024591.1530080307,6.956249999999998,50.29291999697393
4104155.6868548463,3024497.7898577456,6.9562500000000025,50.29207999697367
4104214.778996872,3024495.335272816,6.957080000000001,50.29207999697366
4104207.1956326608,3024310.8318946715,6.957080000000002,50.29041999697328
4104148.101422952,3024313.2865514243,6.956250000000003,50.29041999697328
4104144.263063199,3024219.9234639895,6.956250000000003,50.289579996973075
4104085.1678392245,3024222.3788262904,6.955420000000004,50.28957999697306
4104081.3741744487,3024130.1272608535,6.955419999999998,50.28874999697287
4104140.4704322414,3024127.6718626325,6.956250000000002,50.28874999697287
4104136.677835117,3024035.420281901,6.956250000000002,50.287919996972626
4104077.5805435157,3024037.8757160413,6.955420000000004,50.287919996972626
4104073.7412406425,3023944.5127278543,6.9554199999999975,50.287079996972466
4103835.9241567273,3023954.400542878,6.95208,50.28707999697247
4103816.890127129,3023492.032495088,6.95208,50.282919996971366
