,station_id,elevation,lat,lon,original_id
440,Merklingen_3,687.0,48.5122,9.7644,2814
441,Lamstedt_2,25.0,53.6369,9.0979,2822
442,Langelsheim-Astfeld_1,210.0,51.9262,10.3461,2839
443,Langen (BZ)_0,125.0,50.0075,8.6547,2843
444,"Langen-Holßel, Kreis Cuxhaven_2",13.0,53.6956,8.6291,2844
445,Langenenslingen-Ittenhausen_3,777.5,48.1994,9.3327,2850
446,Langenlipsdorf_1,91.0,51.9173,13.0878,2856
447,Langenzenn_5,370.5,49.5076,10.7885,2860
448,"Lauchstädt, Bad_2",117.38,51.3909,11.8786,2878
449,Lauda-Königshofen-Heckfeld_3,318.5,49.5522,9.6345,2880
450,Lauf/Pegnitz (Kläranlage)_1,310.0,49.5042,11.2736,2884
451,Laufen/Obb.-Lebenau_8,430.0,47.9522,12.8978,2885
452,"Lauterberg,Bad-Bartolfelde_1",305.0,51.5957,10.463,2890
453,Lautertal/Odenwald-Reichenbach_1,208.3,49.709,8.6908,2900
454,Leck_4,7.0,54.7903,8.9514,2907
455,Leipzig-Holzhausen_11,138.0,51.3151,12.4462,2928
456,Leipzig/Halle_7,131.0,51.4347,12.2396,2932
457,Lennestadt-Theten_3,286.0,51.1333,8.0348,2947
458,Lenzen/Elbe_1,20.0,53.1007,11.4864,2951
459,Lenzkirch-Ruhbühl_1,854.0,47.8597,8.2308,2953
460,Ostritz_3,204.0,51.0265,14.9357,2958
461,Köln-Stammheim_5,43.0,50.9894,6.9777,2968
462,Lichtenhain-Mittelndorf_2,321.0,50.9383,14.2094,2985
463,Liebenau-Haueda_3,162.0,51.4882,9.2493,2988
464,Remptendorf_4,495.0,50.5276,11.6604,2992
465,Lieberose_1,49.3,51.9861,14.3044,2997
466,Lienen-Kattenvenne_2,55.0,52.1211,7.8699,2999
467,Lindberg-Buchenau_3,750.0,49.0315,13.3272,3012
468,Lindenberg_6,98.0,52.2085,14.118,3015
469,Lingen_4,22.0,52.5181,7.3081,3023
470,Lingerhahn/Hunsrück_1,485.0,50.094,7.5675,3024
471,"Lippspringe, Bad_3",157.0,51.7854,8.8388,3028
472,Lippstadt-Bökenförde_1,92.0,51.6336,8.3945,3031
473,List auf Sylt_4,24.7,55.011,8.4125,3032
474,"Lobenstein, Bad_4",495.5,50.4505,11.635,3034
475,Löhnberg-Obershausen_0,230.0,50.5617,8.2386,3042
476,Ludwigsstadt-Lauenstein_3,520.5,50.5131,11.3664,3080
477,Espelkamp-Isenstedt_4,65.0,52.3452,8.6477,3081
478,Lübben-Blumenfelde_2,56.7,51.9267,13.8797,3083
479,Lübeck-Blankensee_3,14.74,53.8025,10.6989,3086
480,Lüchow_7,16.21,52.9724,11.1374,3093
481,Kamenz-Cunnersdorf_3,166.0,51.3122,14.0499,3094
482,Lüdenscheid_1,386.7,51.2452,7.6425,3098
483,Mähring_2,677.0,49.9113,12.5276,3121
484,Magdeburg_10,79.0,52.1029,11.5827,3126
485,Mühlheim/Main_7,102.0,50.1294,8.8209,3136
486,Mainz-Lerchenberg (ZDF)_5,195.0,49.9656,8.2139,3137
487,Malk Göhren_2,31.0,53.2141,11.3686,3146
488,Mamming-Schneiderberg_1,448.5,48.6189,12.6233,3153
489,Manderscheid-Sonnenhof_7,413.0,50.1015,6.8009,3155
490,Manschnow_3,12.0,52.5468,14.5453,3158
491,"Cölbe, Kr. Marburg-Biedenkopf_10",187.0,50.8492,8.7745,3164
492,Marienberg_5,638.97,50.651,13.1469,3166
493,"Marienberg, Bad_3",546.6,50.6621,7.9603,3167
494,Raschau_5,504.0,50.5219,12.8282,3175
495,Markt Bibart_2,319.5,49.666,10.3851,3179
496,Markt Erlbach-Hagenhofen_2,360.0,49.4875,10.6277,3181
497,Marktoberdorf-Sulzschneid_3,790.0,47.7196,10.6433,3190
498,Marktschellenberg_6,505.5,47.7046,13.0372,3192
499,Marnitz_7,81.0,53.3222,11.9321,3196
500,Martinroda_0,429.0,50.7335,10.8815,3204
501,Marwitz (Wasserwerk)_1,32.8,52.6579,13.179,3205
502,Maßbach_5,328.0,50.1798,10.272,3207
503,Medebach-Berge_4,375.0,51.1683,8.7125,3215
504,Weesby_2,22.0,54.8373,9.1481,3217
505,Meeder-Ottowind_2,450.0,50.3571,10.8832,3220
506,Aschersleben-Mehringen_3,107.0,51.7259,11.5109,3226
507,Meiningen_3,450.0,50.5611,10.3771,3231
508,Garsebach bei Meißen_2,158.0,51.1294,13.4328,3234
509,Dewichow_8,2.0,53.9497,13.9742,3238
510,Memmingen_3,614.0,47.9821,10.1384,3244
511,Mengen-Ennetach_5,558.5,48.0557,9.3185,3247
512,Frankenblick-Mengersgereuth-Hämmern_4,516.0,50.3904,11.1324,3248
513,"Mergentheim, Bad-Neunkirchen_6",250.5,49.4773,9.7622,3257
514,Mering (Bauhof)_6,510.0,48.2708,10.9768,3258
515,Merzig_4,171.0,49.4566,6.6266,3263
516,Meßstetten-Appental_3,899.5,48.1694,8.9433,3268
517,Metten_1,314.0,48.8548,12.9189,3271
518,Metzingen_3,354.0,48.5377,9.2734,3278
519,Meuselwitz_5,173.0,51.0452,12.2989,3279
520,Meyenburg_2,98.0,53.3083,12.2937,3280
521,Michelstadt_8,240.0,49.6692,9.0085,3284
522,Michelstadt-Vielbrunn_2,453.0,49.7177,9.0997,3287
523,Schmieritz-Weltwitz_2,356.0,50.7281,11.7838,3289
524,Mindelheim_3,590.0,48.064,10.4839,3293
525,Krümmel_3,64.0,53.2681,12.7221,3297
526,Freienbessingen_4,294.0,51.2327,10.7694,3304
527,Mittenwald-Buckelwiesen_5,983.5,47.4779,11.2653,3307
528,Mittenwalde/Uckermark_2,74.0,53.1846,13.6545,3308
529,Röllbach_2,239.0,49.7644,9.253,3319
530,Mönchengladbach-Hilderath_0,76.5,51.1313,6.3609,3321
531,Monschau-Kalterherberg_7,541.0,50.5202,6.2084,3339
532,Montabaur_3,265.0,50.4383,7.8061,3340
533,Moormerland-Neermoor_2,0.0,53.311,7.4329,3342
534,Moringen-Lutterbeck_1,240.0,51.7209,9.8352,3348
535,Mühlacker_1,243.16,48.9721,8.8735,3362
536,Drei Gleichen-Mühlberg_8,286.0,50.8681,10.8211,3364
537,Mühldorf_5,405.6,48.279,12.5024,3366
538,Müncheberg_2,63.0,52.5176,14.1232,3376
539,München-Stadt_1,515.37,48.1632,11.5429,3379
540,Münsingen-Apfelstetten_5,754.5,48.3851,9.4837,3402
541,Münzenberg-Gambach_3,155.0,50.4522,8.7317,3413
542,Ehingen-Kirchen_2,594.0,48.2754,9.6355,3418
543,"Muskau, Bad_3",127.0,51.566,14.7008,3426
544,Nabburg (Flussmeisterstelle)_5,366.0,49.4497,12.1874,3429
545,Nagold_5,380.0,48.5675,8.7179,3432
546,Nandlstadt_2,476.5,48.5235,11.8398,3435
547,Nassenfels_2,401.0,48.8016,11.2181,3438
548,Nattheim-Fleinheim_2,530.0,48.7071,10.2997,3440
549,"Nauheim, Bad_3",148.5,50.3574,8.7506,3442
550,Jessen (Elster)-Naundorf_6,100.0,51.9245,12.8888,3445
551,Neckargemünd-Kleingemünd_2,117.0,49.3945,8.8046,3448
552,Neuruppin-Gühlen Glienicke_2,89.0,53.0528,12.7562,3473
553,Neuburg/Kammel-Langenhaslach_1,486.0,48.3115,10.3773,3485
554,"Neuenahr, Bad-Ahrweiler_2",111.0,50.5346,7.0853,3490
555,Föritztal-Neuenbau_4,738.0,50.441,11.2401,3491
556,Ludwigschorgast_1,336.0,50.1226,11.5596,3497
557,Neuenrade-Blintrop_1,292.0,51.2915,7.853,3499
558,Menz_0,78.0,53.102,13.0421,3509
559,Neuhaus am Rennweg_3,845.0,50.5002,11.1344,3513
560,Neuhausen ob Eck-Unterschwandorf_1,662.5,47.9519,8.9932,3519
561,Neukirchen bei Heiligen Blut_1,460.0,49.2586,12.9601,3525
562,Neukirchen-Hauptschwenda_2,500.0,50.8923,9.405,3527
563,Neumarkt-Sankt Veit (Kläranlage)_4,438.0,48.3658,12.5211,3535
564,Neumarkt/Oberpfalz_5,420.0,49.2835,11.4525,3536
565,Neunkirchen-Seelscheid-Krawinkel_0,195.0,50.8446,7.372,3540
566,Neunkirchen-Wellesweiler_5,236.0,49.344,7.2297,3545
567,Neustadt am Rübenberge_2,41.0,52.5,9.4941,3558
568,"Neustadt, Bad_5",230.0,50.3039,10.176,3560
569,Neustadt-Glewe-Friedrichsmoor_3,35.0,53.4571,11.5687,3564
570,Neustadt am Kulm-Filchendorf_2,451.5,49.8174,11.8638,3571
571,Neustadt bei Coburg (Kläranlage)_9,330.0,50.3198,11.1104,3572
572,Newel_2,365.0,49.8135,6.5857,3584
573,Nidderau-Erbstadt_4,162.0,50.2741,8.8653,3589
574,Nideggen-Schmidt_0,350.0,50.6743,6.424,3591
575,Oberstadtfeld_4,421.0,50.1749,6.77,3602
576,Loiching_3,415.5,48.6106,12.4143,3607
577,Nienburg_7,25.0,52.6711,9.2229,3612
578,Nittenau-Harting_1,430.5,49.1658,12.2788,3617
579,Reimlingen_6,435.0,48.8253,10.5067,3621
580,Nohfelden-Gonnesweiler_2,402.5,49.5568,7.0716,3625
581,Norderney_6,11.47,53.7123,7.1519,3631
582,Northeim-Imbshausen_2,212.0,51.763,10.0416,3650
583,Nürburg-Barweiler_1,485.0,50.3602,6.8697,3660
584,Nürnberg-Netzstall_4,369.0,49.4258,11.2539,3667
585,Nürnberg_9,314.0,49.503,11.0549,3668
586,Oberammergau_5,832.0,47.603,11.0607,3677
587,Kiefersfelden-Gach_8,518.0,47.6187,12.1665,3679
588,Oberaurach-Fatschenbrunn_2,426.0,49.9185,10.5963,3681
589,Oberharmersbach_4,372.0,48.3862,8.1426,3690
590,Oberleichtersbach-Modlos_0,471.5,50.2661,9.7727,3700
591,Oberndorf/Neckar_3,516.0,48.2851,8.5764,3704
592,Oberreute_1,895.5,47.5538,9.9406,3714
593,Oberschleißheim_3,484.0,48.2443,11.5528,3722
594,Oberstaufen-Thalkirchdorf_4,748.0,47.5577,10.0938,3729
595,Oberstdorf_3,805.76,47.3984,10.2759,3730
596,Obersulm-Willsbach_3,230.0,49.128,9.3525,3734
597,Oberviechtach_7,596.0,49.4521,12.4365,3739
598,Lohmen/Sachsen_2,195.0,50.9933,13.9808,3740
599,Öhringen_5,275.94,49.207,9.5176,3761
600,Offenbach/Main (Zentrallabor)_2,100.0,50.1029,8.7468,3775
601,Olfen_8,48.5,51.7066,7.3564,3795
602,Oschatz_5,150.0,51.296,13.0928,3811
603,Ostercappeln-Schwagstorf_6,52.0,52.3657,8.2013,3820
604,Osterfeld_1,246.0,51.0873,11.9293,3821
605,Ostheim v.d. Rhön_5,313.5,50.4538,10.2211,3836
606,Ottenstein_3,295.0,51.9473,9.3999,3844
607,Ottersberg-Otterstedt_2,17.0,53.1403,9.1517,3848
608,Ottobeuren_1,667.0,47.9303,10.31,3849
609,Ovelgönne_3,2.0,53.3819,8.4493,3853
610,Oy-Mittelberg-Petersthal_0,885.5,47.6362,10.3892,3857
611,Parsberg/Oberpfalz-Eglwang_3,549.0,49.151,11.6896,3875
612,Passow_2,11.5,53.142,14.1074,3881
613,Pegnitz (Kläranlage)_4,420.0,49.7408,11.5528,3886
614,Pelzerhaken_4,2.18,54.0893,10.8773,3897
615,Perl-Nennig_5,152.0,49.5354,6.3789,3904
616,Perleberg_3,40.0,53.0952,11.8603,3906
617,Petersberg-Marbach_6,305.0,50.6175,9.725,3911
618,Petershagen_6,43.0,52.3817,9.0176,3913
619,Pfarrkirchen_5,381.0,48.4252,12.9924,3919
620,Pforzheim-Ispringen_1,332.0,48.9329,8.6973,3925
621,Pfullendorf_8,629.5,47.9345,9.2869,3927
622,Pirmasens_4,385.0,49.1912,7.5879,3939
623,Plau am See_3,66.0,53.4584,12.2417,3945
624,Plech_1,442.5,49.649,11.4685,3948
625,Pleinfeld-Mandlesmühle_2,380.0,49.1248,10.9731,3950
626,Pocking_0,323.0,48.3952,13.3139,3960
627,Süderholz-Neuendorf_3,5.0,54.1034,13.1533,3965
628,Pohlitz_1,70.0,52.1836,14.5748,3967
629,"Polch, Kr. Mayen-Koblenz_1",235.0,50.3051,7.3108,3969
630,Polsingen-Döckingen_1,510.0,48.9343,10.7586,3972
631,Pommelsbrunn-Mittelburg_1,521.5,49.4777,11.5357,3975
632,Potsdam_2,81.0,52.3812,13.0622,3987
633,Pressath-Mühlberg_3,596.5,49.7844,12.0331,3999
634,Presseck_4,640.0,50.2277,11.5486,4000
635,Prosselsheim-Seligenstadt_2,284.0,49.8526,10.1006,4016
636,Prüm-Watzerath_10,386.0,50.1807,6.3509,4017
637,Pulsnitz_3,270.0,51.2006,14.0207,4023
638,Putbus_7,39.5,54.3643,13.4771,4024
639,Quedlinburg_4,142.0,51.7953,11.132,4032
640,Querfurt-Mühle Lodersleben_4,204.0,51.3895,11.5412,4036
641,Quickborn_1,10.99,53.7331,9.8776,4039
642,Kemberg-Radis_4,94.0,51.7557,12.5104,4052
643,Rahden-Kleinendorf_3,40.5,52.4461,8.5906,4063
644,Rain am Lech-Wallerdorf_2,462.0,48.6192,11.0059,4065
645,Rastede_2,16.0,53.2427,8.2237,4078
646,Rathebur_3,10.0,53.7409,13.7906,4080
647,Raunheim_4,89.0,50.0056,8.4291,4090
648,"Weingarten, Kr. Ravensburg_7",440.5,47.8062,9.6206,4094
649,Redefin_3,16.0,53.3469,11.1992,4101
650,Regensburg_8,365.36,49.0425,12.1019,4104
651,Rehau_3,586.0,50.2214,12.0275,4109
652,Rehburg-Loccum_1,60.0,52.4396,9.1335,4112
653,Reichshof-Eckenhagen_1,347.0,50.9906,7.6958,4127
654,Reinhardshagen-Vaake_5,115.0,51.4841,9.6121,4132
655,Otzberg-Habitzheim_4,171.5,49.8366,8.8806,4134
656,Reinholterode_2,336.0,51.4248,10.1898,4135
657,Reken_11,59.0,51.8118,7.0907,4150
658,Tagmersheim-Blossenau_4,522.0,48.8104,10.9359,4159
659,Renningen-Ihinger Hof_2,478.0,48.7425,8.924,4160
660,Rheinau-Memprechtshofen_3,130.5,48.6703,7.9939,4169
661,Rheinfelden_4,282.5,47.559,7.7721,4175
662,Rheinstetten_3,116.1,48.9726,8.3301,4177
663,Riedenburg_7,363.0,48.9557,11.7278,4185
664,"Altheim, Kreis Biberach_3",533.5,48.1479,9.4596,4189
665,"Rippoldsau, Bad_2",493.0,48.4245,8.3303,4211
666,Rodach (Kläranlage)_4,300.0,50.3311,10.7918,4218
667,Rodder_1,512.0,50.3965,6.8568,4219
668,Roding-Neubäu_1,388.0,49.2412,12.4125,4224
669,Rödermark-Ober-Roden_2,137.0,49.9832,8.8395,4230
670,Rohr/Mittelfranken-Dechendorf_1,402.0,49.3082,10.9183,4248
671,Oberstdorf-Rohrmoos_3,1067.0,47.4069,10.1676,4251
672,Rosenheim_9,442.0,47.8753,12.128,4261
673,Rostock-Warnemünde_6,4.0,54.1803,12.0808,4271
674,Rotenburg (Wümme)_6,32.0,53.1288,9.3398,4275
675,Roth_4,385.65,49.2162,11.1035,4280
676,Rothemühl_2,24.0,53.5954,13.8121,4282
677,Rothenburg ob der Tauber_7,415.0,49.3848,10.1732,4287
678,"Rothenfelde, Bad_3",95.0,52.1038,8.1808,4288
679,Rottenburg-Kiebingen_3,360.0,48.4704,8.9687,4294
680,Rottweil_5,589.0,48.1815,8.6356,4300
681,"Kreuznach, Bad_9",102.0,49.8502,7.871,4301
682,Rüdesheim-Presberg_5,403.0,50.0517,7.8876,4308
683,Rülzheim_6,105.0,49.1609,8.3009,4310
684,Rüthen_4,370.0,51.4966,8.4342,4313
685,Baiersbronn-Ruhestein_2,914.0,48.5615,8.2228,4315
686,Ruppertsecken_4,461.0,49.6468,7.8837,4323
687,Saarbrücken-Ensheim_4,320.0,49.2128,7.1077,4336
688,Sachsenheim_3,251.0,48.9569,9.0711,4349
689,"Säckingen, Bad/ Rhein_4",295.0,47.5582,7.9773,4351
690,Sagard_3,4.0,54.5159,13.5305,4352
691,Saldenburg-Entschenreuth_2,456.5,48.7832,13.3146,4354
692,Salzhemmendorf-Lauenstein_1,175.0,52.0781,9.552,4367
693,Salzkotten_6,92.5,51.7098,8.5796,4368
694,"Salzuflen, Bad_2",134.6,52.1042,8.7521,4371
695,Samerberg-Geisenkam_3,687.0,47.7774,12.2102,4374
696,Sandberg_3,517.5,50.3518,10.0034,4377
697,Sankt Englmar_2,804.5,49.0029,12.8237,4387
698,Sankt Peter-Ording_3,4.88,54.3279,8.6031,4393
699,"Sassendorf, Bad-Beusingsen_3",171.0,51.5439,8.1808,4400
700,Satrup_6,35.0,54.6854,9.6261,4405
701,Schaafheim-Schlierbach_2,155.0,49.9195,8.9671,4411
702,Schackensleben_3,95.0,52.198,11.4218,4412
703,Schäftlarn-Kloster Schäftlarn_2,554.5,47.9767,11.4693,4413
704,Scheyern_2,479.0,48.5025,11.4543,4441
705,Wernigerode-Schierke_6,609.0,51.7658,10.6533,4445
706,Schleswig_2,42.7,54.5275,9.5487,4466
707,Schleusingen_2,399.0,50.5071,10.762,4469
708,Schlüchtern-Herolz_11,230.0,50.3447,9.5533,4480
709,Schmallenberg-Sellinghausen_6,443.0,51.2127,8.2672,4488
710,Schmelz-Hüttersdorf_0,223.0,49.4149,6.836,4490
711,Schmidgaden_3,416.5,49.4116,12.076,4493
712,Schmidmühlen_5,454.5,49.2806,11.914,4494
713,Schmücke_3,937.0,50.6545,10.7696,4501
714,Schneifelforsthaus_3,649.0,50.2968,6.4194,4508
715,Schönsee-Dietersdorf_2,684.0,49.5273,12.5705,4546
716,Schönwald/Ofr.-Brunn_3,608.0,50.1847,12.0791,4548
717,Schollene_2,29.0,52.663,12.1812,4555
718,Schorndorf-Knöbling_0,398.0,49.1644,12.6175,4559
719,Schotten_2,265.0,50.4925,9.1226,4560
720,Schrobenhausen_2,416.5,48.5532,11.2844,4567
721,Schwabmünchen_1,538.0,48.2008,10.7293,4579
722,Schwandorf_5,356.0,49.3278,12.0871,4592
723,Schwanewede-Neuenkirchen_1,1.0,53.2338,8.5115,4594
724,Wendelstein-Kleinschwarzenlohe_3,331.0,49.3425,11.1077,4599
725,Schwarme_2,12.0,52.9081,9.0453,4600
726,Essel_2,27.5,52.6797,9.6524,4601
727,"Schwartau,Bad -Groß Parin_1",26.0,53.9385,10.6983,4602
728,Schwarzach/Main (Klärwerk)_3,188.0,49.7975,10.2191,4603
729,Schwarzburg_5,277.0,50.6441,11.1936,4605
730,Obere Firstalm/Schlierseer Berge_2,1367.5,47.6701,11.8544,4617
731,Schwarzholz_2,30.0,52.747,11.9792,4618
732,"Schwenningen, Kreis Sigmaringen_4",834.2,48.1042,8.9976,4623
733,Schwerin_8,59.0,53.6424,11.3871,4625
734,Staaken_2,31.0,52.5404,13.1243,4637
735,Seeg (Kläranlage)_1,802.0,47.6711,10.6271,4641
736,Seehausen_9,21.0,52.8911,11.7297,4642
737,Seesen_7,186.0,51.904,10.1885,4651
738,Köhn_0,40.0,54.3444,10.4581,4666
739,Fürstenau_2,46.0,52.516,7.6762,4683
740,Siegenburg (Kläranlage)_4,380.0,48.7629,11.843,4694
741,Sigmaringen-Laiz_7,580.5,48.0719,9.1943,4703
742,Sigmarszell-Zeisertsweiler_3,508.0,47.5776,9.7404,4704
743,Simbach/Inn_2,357.5,48.2718,13.0273,4706
744,Simmern-Wahlbach_2,445.0,49.9996,7.5981,4709
745,Simmersfeld_3,718.0,48.6191,8.5247,4710
746,Simonswald-Obersimonswald_2,427.5,48.0821,8.0919,4712
747,Solingen-Hohenscheid_6,152.0,51.14,7.093,4741
748,Soltau_5,75.37,52.9604,9.793,4745
749,Sonnen_5,847.0,48.6819,13.7351,4755
750,Sonthofen (Flussmeisterstelle)_5,730.0,47.5219,10.2613,4760
751,Sontra_5,265.0,51.0607,9.9266,4763
752,Springe_2,98.0,52.2054,9.5668,4790
753,Stadelhofen_3,460.0,50.007,11.2052,4801
754,Butjadingen-Inte_2,1.0,53.4926,8.3768,4803
755,"Staffelstein, Bad-Stublang_2",317.5,50.0806,11.0466,4813
756,Stallwang_3,390.0,49.0568,12.6395,4816
757,Stammbach-Querenbach_2,597.0,50.1531,11.7402,4818
758,Grassau_2,540.0,47.7941,12.486,4827
759,"Steinau, Kr. Cuxhaven_2",1.0,53.6946,8.8735,4841
760,Steinfurt-Burgsteinfurt_6,64.0,52.1173,7.3411,4849
761,Steingaden-Lauterbach_2,779.0,47.7112,10.8758,4850
762,Mittelnkirchen-Hohenfelde_2,1.0,53.5534,9.6097,4857
763,Steinkirchen-Hofstarring_3,485.0,48.3773,12.0927,4858
764,Oberharz am Brocken-Stiege_5,504.0,51.6646,10.8811,4878
765,Stockach_2,532.0,47.8591,9.0152,4881
766,Frankenfeld-Hedern_2,18.0,52.7659,9.4046,4883
767,Stötten_4,733.76,48.6656,9.8648,4887
768,Wagersrott_5,40.0,54.6654,9.805,4896
769,Straubing_5,350.5,48.8275,12.5597,4911
770,Strausberg_2,81.0,52.5884,13.9289,4912
771,Beverstedt_2,3.0,53.4252,8.804,4920
772,Stuttgart (Schnarrenberg)_4,314.28,48.8281,9.2,4928
773,Stuttgart-Echterdingen_5,371.0,48.6883,9.2235,4931
774,Schweitenkirchen-Sünzhausen_1,499.5,48.5151,11.6545,4946
775,Süpplingen_1,129.0,52.2317,10.92,4947
776,Sulzdorf an der Lederhecke_7,332.5,50.2417,10.567,4958
777,Tann/Rhön_9,395.0,50.639,10.0228,4978
778,Tannenberg_3,532.0,50.6074,12.939,4982
779,Hohenreinkendorf_2,48.0,53.2252,14.33,4984
780,Starkenberg-Tegkwitz_1,196.0,50.9771,12.3419,4997
781,Teisendorf_1,498.0,47.8526,12.8282,5000
782,Teisnach_5,450.0,49.0426,12.9942,5002
783,Teterow_4,33.0,53.7611,12.5574,5009
784,Teublitz (Kläranlage)_1,350.0,49.2187,12.0624,5013
785,Worpswede-Hüttenbusch_3,7.0,53.2758,8.9857,5014
786,Teuschnitz_7,633.0,50.4002,11.3888,5017
787,Thalmässing_3,417.0,49.0871,11.2236,5023
788,Tholey_2,385.9,49.4737,7.0385,5029
789,Thurnau-Tannfeld_1,513.0,49.9842,11.4008,5034
790,Treffelstein-Witzelsmühle_3,470.0,49.4038,12.6062,5036
791,Tirschenreuth-Lodermühl_5,500.5,49.8576,12.3542,5046
792,Tittmoning_4,382.0,48.0669,12.7634,5055
793,Haale_4,26.0,54.1695,9.5559,5057
794,Sprenge_2,55.0,53.6893,10.3657,5058
795,Todtmoos_3,780.5,47.7279,7.9988,5059
796,Tönisvorst_0,37.0,51.2897,6.4437,5064
797,Südeichsfeld-Wendehausen_3,290.0,51.1594,10.2473,5084
798,Trendelburg_3,133.0,51.5777,9.4337,5086
799,Tribsees_7,10.0,54.0661,12.7675,5097
800,Trier-Zewen_3,131.5,49.7326,6.6131,5099
801,Trier-Petrisberg_0,265.0,49.7479,6.6583,5100
802,Trippstadt-Neuhof_5,348.0,49.3544,7.7948,5103
803,Trollenhagen_3,69.0,53.5998,13.3039,5109
804,Trostberg_2,560.0,48.0311,12.5396,5111
805,Tüßling_1,413.0,48.208,12.6296,5123
806,Twist-Hebelermeer_6,19.0,52.7432,7.075,5132
807,Twistetal-Mühlhausen_4,295.0,51.3344,8.9132,5133
808,Ueckermünde_4,1.2,53.7445,14.0698,5142
809,Uelzen_7,50.0,52.9414,10.5289,5146
810,Uetze_4,60.0,52.4588,10.1888,5148
811,Gollhofen_4,306.0,49.5741,10.1915,5149
812,Ummendorf_1,162.0,52.1601,11.1759,5158
813,Untergriesbach-Glotzing_2,572.5,48.5599,13.7494,5161
814,Untergriesbach-Schaibing_3,495.0,48.5995,13.6465,5162
815,Kraftisried_2,830.5,47.7674,10.4604,5169
816,Utting-Achselschwang_2,591.0,48.0347,11.0527,5187
817,Verden-Dauelsen_2,21.0,52.9586,9.2269,5209
818,"Vilbel, Bad-Dortelweil_7",125.0,50.2135,8.7453,5225
819,Villingen-Schwenningen_6,719.0,48.0453,8.4608,5229
820,Vilsbiburg_5,461.5,48.4527,12.3382,5230
821,Vöhl-Buchenberg_1,380.0,51.1598,8.8738,5240
822,Waakirchen-Demmelberg_3,813.5,47.7564,11.6928,5262
823,Wabern-Hebel_8,203.0,51.067,9.3821,5263
824,Waghäusel-Kirrlach_1,104.5,49.2445,8.5374,5275
825,Waging am See_4,475.5,47.9237,12.7558,5276
826,Wesertal-Lippoldsberg_11,176.0,51.6194,9.5749,5279
827,Wittenborn_1,35.0,53.9224,10.2267,5280
828,Waidhaus-Pfrentsch_2,501.0,49.618,12.4895,5285
829,Waldbrunn-Lahr_3,280.0,50.5121,8.1326,5294
830,Waldeck-Alraft_2,300.0,51.2427,8.9718,5297
831,Waldems-Reinborn_7,380.0,50.2596,8.3607,5300
832,Waldershof-Schafbruck_3,723.0,49.936,12.0935,5303
833,Waltershausen_4,348.0,50.8963,10.5484,5335
834,Warburg_2,235.8,51.5039,9.1118,5347
835,Waren (Müritz)_7,72.61,53.5196,12.6654,5349
836,Warstein-Hirschberg_9,331.0,51.4319,8.2665,5360
837,Wasserkuppe_6,921.0,50.4973,9.9427,5371
838,Wassertrüdingen (Kläranlage)_5,420.0,49.034,10.6031,5374
839,Wedemark-Elze_2,39.0,52.5883,9.7386,5382
840,Harth-Pöllnitz Neundorf_2,340.0,50.7676,11.981,5395
841,Weiden_5,439.6,49.6662,12.1844,5397
842,"Weiding, Kreis Cham-Dalking_0",423.5,49.2717,12.7451,5401
843,Weihenstephan-Dürnast_6,477.1,48.4024,11.6946,5404
844,Weihenzell-Grüb_1,474.0,49.3376,10.606,5405
845,Weilmünster_7,183.0,50.4284,8.3806,5416
846,Weimar-Schöndorf_3,328.01,51.0177,11.3544,5424
847,Weinbiet_2,553.0,49.3758,8.1212,5426
848,Weiskirchen/Saar_3,380.0,49.5534,6.812,5433
849,Weissach_1,455.0,48.8457,8.9073,5435
850,Weißenburg-Emetzheim_7,439.3,49.0115,10.9308,5440
851,Weißenhorn-Oberreichenbach_2,500.0,48.3091,10.2048,5444
852,Weisweil-Waldeckhof_0,173.5,48.188,7.6976,5453
853,Fahrenzhausen_1,459.0,48.3631,11.5635,5470
854,Werl_2,84.8,51.5763,7.8879,5480
855,Ellrich-Werna_1,240.0,51.5835,10.709,5484
856,Wernigerode_5,233.32,51.8454,10.7686,5490
857,Wertingen_4,420.0,48.57,10.6985,5501
858,Westerheim_4,825.0,48.5206,9.6187,5511
859,Westerkappeln_6,92.0,52.2902,7.8687,5513
860,Fehmarn_3,3.21,54.5283,11.0606,5516
861,Westerstede_10,7.0,53.2504,7.935,5518
862,Wetter/Hessen-Amönau_2,227.0,50.9087,8.6929,5524
863,Wielenbach (Demollstr.)_2,551.0,47.8827,11.1576,5538
864,Wiesbaden-Auringen_2,263.0,50.1321,8.3169,5541
865,Wiesbaden-Biebrich_3,90.0,50.0421,8.2331,5542
866,Wiesenburg_0,187.0,52.1206,12.4586,5546
867,Wiesenfelden-Utzenzell_1,680.0,49.032,12.5505,5548
868,Thyrow_1,43.0,52.2534,13.2361,5555
869,"Wildbad, Bad-Calmbach_5",383.0,48.7848,8.5764,5559
870,Neubulach-Oberhaugstett_2,570.5,48.6516,8.6801,5562
871,Wilhelmsdorf/Mittelfranken_8,358.0,49.5664,10.7404,5573
872,"Windsheim, Bad_6",310.0,49.5141,10.4231,5600
873,Winterspelt_4,426.0,50.2282,6.2071,5616
874,Wipperfürth-Gardeweg_2,360.0,51.1637,7.4234,5619
875,Wittenberg_7,105.0,51.8892,12.6445,5629
876,Wittlich_8,147.0,49.9617,6.9287,5635
877,Wittstock-Rote Mühle_1,67.5,53.1864,12.4949,5643
878,Witzenhausen-Ziegenhagen_2,220.0,51.3645,9.7491,5646
