;snw_dth;snw_lpt;snw_aim;snw_pim;snw_mlt;sl0_mse;sl1_mse;sl0_prf;sl0_arf;sl1_etn;urr_dth;lrr_dth;urr_rnf;urr_pln;lrr_rnf;rnf_sfc;rnf_gnd;mod_bal
2001-01-13;0.002805;0.000000;0.000000;0.000000;0.000000;41.959385;197.398071;0.000000;0.000000;0.061220;2.020076;5.587869;0.845542;0.345320;0.774245;1.296744;0.323044;-0.000001
2001-01-14;0.002805;0.000000;0.000000;0.000000;0.000000;41.673920;197.557495;0.000000;0.000000;0.126033;1.270840;5.086103;0.531950;0.217285;0.719051;1.002224;0.248777;0.000009
2001-01-15;0.002805;0.000000;0.000000;0.000000;0.000000;41.396313;197.810135;0.000000;0.000000;0.024959;0.799465;4.568342;0.334653;0.136722;0.654483;0.792944;0.196192;0.000009
2001-01-16;0.002805;0.000000;0.000000;0.000000;0.000000;41.126732;198.079544;0.000000;0.000000;0.000175;0.502913;4.066512;0.210525;0.086027;0.587857;0.640379;0.158003;-0.000004
2001-01-17;0.104853;0.000000;0.000000;0.000000;0.000000;40.861778;198.206070;0.000000;0.000000;0.138425;0.316353;3.597358;0.132433;0.054127;0.523281;0.526186;0.129529;0.000002
2001-01-18;0.000000;0.506611;0.104853;0.000000;0.104853;40.723522;198.351364;0.611464;0.488926;0.115511;0.672168;3.173072;0.094487;0.038625;0.462910;0.447397;0.110000;-0.000011
2001-01-19;0.000000;0.261283;0.000000;0.000000;0.000000;40.521183;198.473557;0.261283;0.206839;0.134589;0.622970;2.839062;0.181733;0.074303;0.408313;0.473119;0.116928;0.000002
2001-01-20;1.718199;0.000000;0.000000;0.000000;0.000000;40.270061;198.659286;0.000000;0.000000;0.065403;0.391842;2.540810;0.164048;0.067081;0.365332;0.424469;0.104912;-0.000011
2001-01-21;7.469336;0.000000;0.000000;0.000000;0.000000;40.025604;198.898788;0.000000;0.000000;0.004958;0.246459;2.256055;0.103184;0.042198;0.326953;0.345072;0.085065;-0.000002
2001-01-22;0.000000;2.055692;7.256079;0.213257;7.469336;42.125496;198.764862;9.525028;7.164563;0.394498;7.088727;2.059300;0.228740;0.093555;0.290311;0.415783;0.103267;0.000002
2001-01-23;0.000000;7.934805;0.000000;0.000000;0.000000;42.849277;198.620087;7.934805;6.942540;0.413253;11.177338;2.622787;2.025450;0.828480;0.264992;1.828725;0.461718;0.000007
2001-01-24;0.000000;2.529057;0.000000;0.000000;0.000000;42.778687;198.425125;2.529057;2.327102;0.467519;9.282444;3.510715;2.996566;1.225429;0.337502;2.661686;0.672382;-0.000011
2001-01-25;0.000000;3.586186;0.000000;0.000000;0.000000;42.805714;198.310837;3.586186;3.283768;0.389679;9.016796;4.088913;2.519457;1.029959;0.451761;2.372907;0.598311;-0.000001
2001-01-26;0.000000;5.811507;0.000000;0.000000;0.000000;43.008656;198.291397;5.811507;5.331378;0.296637;10.831573;4.583021;2.496328;1.020272;0.526164;2.414251;0.608241;-0.000010
2001-01-27;0.000000;2.484242;0.000000;0.000000;0.000000;42.905216;198.288010;2.484242;2.311096;0.279969;9.050389;5.180406;2.905149;1.187131;0.589746;2.791478;0.703417;0.000005
2001-01-28;0.000000;0.070810;0.000000;0.000000;0.000000;42.635391;198.269943;0.070810;0.065407;0.293297;5.756792;5.488041;2.384752;0.974253;0.666618;2.438121;0.613249;-0.000003
2001-01-29;0.000000;0.330713;0.000000;0.000000;0.000000;42.392921;198.281937;0.330713;0.299835;0.261349;3.911781;5.403878;1.522804;0.622042;0.706205;1.782333;0.446675;0.000005
2001-01-30;0.024899;0.000000;0.000000;0.000000;0.000000;42.120441;198.241653;0.000000;0.000000;0.312756;2.460891;5.129296;1.030097;0.420793;0.695375;1.380583;0.344888;0.000007
2001-01-31;0.056613;0.000000;0.000000;0.000000;0.000000;41.850391;198.269592;0.000000;0.000000;0.242106;1.548112;4.734003;0.648031;0.264748;0.660041;1.047402;0.260671;0.000006
2001-02-01;1.343900;0.000000;0.000000;0.000000;0.000000;41.583115;198.313858;0.000000;0.000000;0.223004;0.973870;4.291404;0.407667;0.166575;0.609175;0.814777;0.202065;0.000007
2001-02-02;9.587850;0.000000;0.000000;0.000000;0.000000;41.323105;198.561447;0.000000;0.000000;0.012419;0.612613;3.843988;0.256451;0.104806;0.552221;0.648376;0.160296;0.000002
2001-02-03;0.000000;5.690892;5.410389;4.177461;9.587850;43.694180;198.426727;15.278742;12.629192;0.413189;12.607693;3.533329;0.450125;0.183988;0.494647;0.756606;0.188166;0.000006
2001-02-04;0.000000;11.636791;0.000000;0.000000;0.000000;43.701252;198.123093;11.636791;11.343907;0.589452;18.908918;4.541919;3.579420;1.463261;0.454671;3.220810;0.813282;-0.000005
2001-02-05;0.000000;3.867649;0.000000;0.000000;0.000000;43.507778;197.937271;3.867649;3.772110;0.474837;15.406324;6.003643;5.007337;2.046181;0.584457;4.685390;1.127589;-0.000001
2001-02-06;0.000000;4.032910;0.000000;0.000000;0.000000;43.363163;197.631378;4.032910;3.882026;0.601391;13.449467;6.924224;4.145751;1.693133;0.772553;3.928057;0.990247;0.000000
2001-02-07;0.000000;1.150201;0.000000;0.000000;0.000000;43.118790;197.450058;1.150201;1.096323;0.479569;9.522905;7.489349;3.566745;1.456139;0.891014;3.561369;0.896389;0.000003
2001-02-08;0.000000;0.153187;0.000000;0.000000;0.000000;42.823406;197.093887;0.153187;0.143592;0.661148;6.130642;7.550501;2.510968;1.024886;0.963734;2.777588;0.697115;0.000002
2001-02-09;0.000000;0.227079;0.000000;0.000000;0.000000;42.533104;196.855591;0.227079;0.208573;0.547103;4.059184;7.239765;1.619164;0.660868;0.971603;2.072493;0.518274;0.000002
2001-02-10;0.000000;0.565796;0.000000;0.000000;0.000000;42.275936;196.587708;0.565796;0.509339;0.581509;3.046874;6.749236;1.080560;0.441089;0.931618;1.610698;0.401480;-0.000001
2001-02-11;0.000000;0.165994;0.000000;0.000000;0.000000;41.973415;196.177277;0.165994;0.146775;0.732168;2.059002;6.209692;0.805696;0.328951;0.868496;1.340702;0.333490;0.000003
2001-02-12;0.000000;4.402543;0.000000;0.000000;0.000000;42.234692;195.928833;4.402543;3.811023;0.578684;4.983666;5.667632;0.629351;0.257008;0.799067;1.144230;0.284189;0.000002
2001-02-13;0.000000;0.000000;0.000000;0.000000;0.000000;41.898609;195.601913;0.000000;0.000000;0.663016;3.135267;5.474358;1.312358;0.536041;0.729315;1.633028;0.408645;-0.000014
2001-02-14;0.000000;0.000000;0.000000;0.000000;0.000000;41.557758;195.313843;0.000000;0.000000;0.628915;1.972398;5.107168;0.825616;0.337253;0.704444;1.224751;0.305309;0.000006
2001-02-15;0.000000;0.000000;0.000000;0.000000;0.000000;41.201931;194.639847;0.000000;0.000000;1.029829;1.240806;4.662171;0.519395;0.212197;0.657194;0.942497;0.234092;-0.000005
2001-02-16;0.000000;6.443624;0.000000;0.000000;0.000000;41.987930;194.116287;6.443624;5.280163;0.901020;5.890626;4.245092;0.447490;0.182852;0.599931;0.839117;0.208305;0.000002
2001-02-17;0.000000;0.714591;0.000000;0.000000;0.000000;41.710106;194.176361;0.714591;0.619213;0.313128;4.304755;4.338564;1.565350;0.639734;0.546261;1.687734;0.423877;0.000001
2001-02-18;0.000000;0.007342;0.000000;0.000000;0.000000;41.342281;194.208496;0.007342;0.006238;0.336786;2.713954;4.243592;1.133722;0.463317;0.558289;1.353078;0.338933;0.000008
2001-02-19;0.000000;0.750390;0.000000;0.000000;0.000000;41.103310;194.153717;0.750390;0.621113;0.423030;2.308313;3.995404;0.728874;0.297880;0.546068;1.020297;0.254645;-0.000003
2001-02-20;0.000000;0.280459;0.000000;0.000000;0.000000;40.787083;194.039307;0.280459;0.228197;0.482888;1.672862;3.731850;0.613071;0.250577;0.514131;0.902251;0.224951;0.000011
2001-02-21;0.000000;2.548422;0.000000;0.000000;0.000000;40.932476;193.806870;2.548422;2.026722;0.608756;3.013705;3.450647;0.486865;0.199014;0.480217;0.774317;0.192765;-0.000012
2001-02-22;0.000000;6.194863;0.000000;0.000000;0.000000;41.759232;193.626083;6.194863;4.978789;0.570100;6.714055;3.377595;0.907459;0.370980;0.444032;1.080757;0.270734;0.000005
2001-02-23;5.634080;0.000000;0.000000;0.000000;0.000000;41.373093;193.607803;0.000000;0.000000;0.404419;4.223220;3.665774;1.768025;0.722810;0.434631;1.759701;0.442955;-0.000000
2001-02-24;6.195442;0.000000;0.000000;0.000000;0.000000;41.000603;193.966660;0.000000;0.000000;0.013620;2.656507;3.648665;1.112109;0.454605;0.471714;1.266259;0.317563;0.000014
2001-02-25;6.808652;0.000000;0.000000;0.000000;0.000000;40.634079;194.059113;0.000000;0.000000;0.274058;1.671004;3.465111;0.699543;0.285959;0.469513;0.935374;0.233681;0.000013
2001-02-26;7.098006;0.000000;0.000000;0.000000;0.000000;40.274673;194.198685;0.000000;0.000000;0.219841;1.051088;3.199106;0.440029;0.179888;0.445893;0.709370;0.176552;-0.000008
2001-02-27;6.030775;0.000000;1.067231;0.000000;1.067231;40.163708;194.117416;1.067231;0.817612;0.441856;1.452409;2.908251;0.295482;0.120808;0.411663;0.566552;0.140593;-0.000004
2001-02-28;4.207672;0.183127;1.715622;0.107481;1.823103;40.280296;193.989487;2.006230;1.524499;0.493074;2.388935;2.704660;0.417328;0.170645;0.374236;0.633673;0.157891;-0.000001
2001-03-01;3.629167;1.751918;0.361715;0.216790;0.578505;40.458076;193.998428;2.330423;1.786089;0.357604;3.231143;2.630577;0.669927;0.273954;0.348037;0.814124;0.203840;0.000008
2001-03-02;3.549620;0.297107;0.072208;0.007339;0.079547;40.175167;193.881714;0.376654;0.292459;0.483824;2.315362;2.642762;0.857551;0.350690;0.338504;0.956136;0.239919;-0.000006
2001-03-03;5.281658;0.000000;0.000000;0.000000;0.000000;39.818733;194.153702;0.000000;0.000000;0.084436;1.456318;2.552025;0.609709;0.249335;0.340072;0.759685;0.190096;0.000010
2001-03-04;0.130623;5.409356;1.807020;3.344015;5.151035;42.175282;194.043442;10.560390;7.822573;0.491536;8.486521;2.453618;0.562382;0.229989;0.328396;0.712547;0.178231;-0.000007
2001-03-05;0.000000;0.193349;0.130623;0.000000;0.130623;41.836414;194.033981;0.323972;0.284450;0.387847;5.613076;3.054503;2.241277;0.916619;0.315733;2.041674;0.515335;0.000002
2001-03-06;0.000000;1.294508;0.000000;0.000000;0.000000;41.631493;193.572784;1.294508;1.109800;0.850828;4.604659;3.276184;1.503481;0.614736;0.393056;1.515254;0.381283;-0.000002
2001-03-07;0.000000;2.793347;0.000000;0.000000;0.000000;41.657440;192.982300;2.793347;2.360261;0.997624;5.180584;3.372409;1.266528;0.517807;0.421582;1.349155;0.338955;0.000000
2001-03-08;0.000000;1.163666;0.000000;0.000000;0.000000;41.416538;192.485840;1.163666;0.985062;0.915965;4.211974;3.505378;1.386740;0.566933;0.433964;1.455002;0.365701;0.000001
2001-03-09;0.000000;2.485266;0.000000;0.000000;0.000000;41.404045;192.145340;2.485266;2.068049;0.770202;4.650828;3.527060;1.156439;0.472756;0.451074;1.285036;0.322478;0.000008
2001-03-10;0.000000;7.818192;0.000000;0.000000;0.000000;42.270710;191.744781;7.818192;6.499903;0.852172;9.215954;3.634620;1.373351;0.561425;0.453864;1.460315;0.366900;0.000011
2001-03-11;0.000000;5.006104;0.000000;0.000000;0.000000;42.380936;191.182556;5.006104;4.424871;1.033240;10.079364;4.200334;2.528043;1.033419;0.467705;2.392570;0.603178;-0.000008
2001-03-12;0.000000;2.336797;0.000000;0.000000;0.000000;42.145767;190.509857;2.336797;2.081449;1.163227;8.354787;4.764041;2.701817;1.104209;0.540502;2.589698;0.652620;-0.000012
2001-03-13;0.000000;6.244546;0.000000;0.000000;0.000000;42.413765;190.174988;6.244546;5.471429;0.839978;10.550934;5.101081;2.325203;0.950080;0.613040;2.347558;0.590685;0.000010
2001-03-14;0.000000;2.300932;0.000000;0.000000;0.000000;42.142704;189.708679;2.300932;2.054200;0.984107;8.625463;5.598968;2.825373;1.154297;0.656411;2.781414;0.700370;-0.000006
2001-03-15;0.000000;1.864805;0.000000;0.000000;0.000000;41.844044;189.251419;1.864805;1.633578;0.987151;7.007291;5.821524;2.308717;0.943035;0.720479;2.420751;0.608445;-0.000005
2001-03-16;0.000000;0.170165;0.000000;0.000000;0.000000;41.321075;188.564682;0.170165;0.145964;1.233905;4.549655;5.827425;1.848581;0.755018;0.749117;2.076703;0.520996;0.000002
2001-03-17;0.000000;2.025374;0.000000;0.000000;0.000000;41.099350;187.758179;2.025374;1.673902;1.379703;4.482247;5.582510;1.236348;0.504962;0.749877;1.588917;0.397308;-0.000003
2001-03-18;0.000000;3.976666;0.000000;0.000000;0.000000;41.255810;187.486938;3.976666;3.234710;0.856732;5.950328;5.376488;1.254290;0.512339;0.718361;1.577902;0.394749;0.000004
2001-03-19;0.000000;1.374018;0.000000;0.000000;0.000000;40.906513;187.145599;1.374018;1.130284;0.934379;4.837207;5.335284;1.592759;0.650646;0.691850;1.826602;0.458006;-0.000009
2001-03-20;2.153482;0.000000;0.000000;0.000000;0.000000;40.327881;187.300873;0.000000;0.000000;0.423358;3.043061;5.169092;1.273791;0.520355;0.686548;1.567891;0.392448;0.000000
2001-03-21;0.000000;9.856853;2.153482;0.000000;2.153482;42.468655;186.742142;12.010336;9.237183;1.191112;10.854002;4.917602;1.012571;0.413672;0.665162;1.342321;0.335412;-0.000003
2001-03-22;0.000000;4.854855;0.000000;0.000000;0.000000;42.324390;186.286957;4.854855;4.350869;1.103433;11.038723;5.493248;2.957701;1.208447;0.632800;2.868001;0.722500;0.000002
2001-03-23;0.000000;10.468591;0.000000;0.000000;0.000000;42.815716;185.481430;10.468591;9.287925;1.494851;15.933242;6.060534;3.119244;1.274161;0.706875;3.056400;0.769719;0.000016
2001-03-24;0.000000;6.591451;0.000000;0.000000;0.000000;42.646606;184.936844;6.591451;6.051063;1.254081;15.880178;7.050679;4.334106;1.770019;0.779874;4.084197;1.029783;0.000004
2001-03-25;0.000000;2.488503;0.000000;0.000000;0.000000;42.155033;184.438919;2.488503;2.257913;1.220093;12.176484;7.871608;4.233392;1.728215;0.907286;4.106250;1.034427;-0.000004
2001-03-26;0.000000;0.239836;0.000000;0.000000;0.000000;41.488155;184.768188;0.239836;0.210279;0.367168;7.864973;8.169209;3.211266;1.310525;1.012924;3.375767;0.848422;-0.000003
2001-03-27;0.000000;0.909577;0.000000;0.000000;0.000000;40.940643;184.539001;0.909577;0.760757;0.925523;5.685014;7.970211;2.088495;0.852220;1.051219;2.510877;0.628838;-0.000005
2001-03-28;0.000000;10.742960;0.000000;0.000000;0.000000;42.291817;183.797440;10.742960;8.639173;1.494175;11.938034;7.636145;1.694606;0.691546;1.025612;2.176080;0.544138;0.000002
2001-03-29;0.000000;2.414957;0.000000;0.000000;0.000000;41.811680;183.486084;2.414957;2.137722;1.068726;9.580196;7.956529;3.192551;1.303008;0.982624;3.336487;0.838688;0.000001
2001-03-30;0.000000;0.093784;0.000000;0.000000;0.000000;41.057850;182.932739;0.093784;0.080262;1.320690;6.105588;7.962942;2.524607;1.030264;1.023851;2.836781;0.711677;0.000007
2001-03-31;0.000000;0.000000;0.000000;0.000000;0.000000;40.257309;181.829391;0.000000;0.000000;1.903888;3.841670;7.594387;1.607796;0.656122;1.024677;2.106077;0.526395;0.000000
2001-04-01;0.000000;0.000000;0.000000;0.000000;0.000000;39.418274;180.590958;0.000000;0.000000;2.077462;2.417140;7.030031;1.011634;0.412895;0.977251;1.592387;0.396498;0.000007
2001-04-02;0.000000;0.584918;0.000000;0.000000;0.000000;38.684940;178.980789;0.584918;0.420519;2.507897;1.927760;6.389175;0.646127;0.263773;0.904629;1.242448;0.308308;0.000004
2001-04-03;0.000000;0.714647;0.000000;0.000000;0.000000;38.001987;178.340958;0.714647;0.486036;1.551394;1.683212;5.778841;0.518755;0.211829;0.822163;1.074566;0.266353;0.000001
2001-04-04;0.000000;5.328240;0.000000;0.000000;0.000000;38.928432;177.758545;5.328240;3.437869;1.546340;4.386073;5.248363;0.521861;0.213148;0.743625;1.013925;0.251561;-0.000001
2001-04-05;0.000000;2.087861;0.000000;0.000000;0.000000;38.596508;177.401443;2.087861;1.446556;1.330345;4.159201;5.058355;1.188073;0.485355;0.675363;1.490522;0.372913;-0.000015
2001-04-06;0.000000;6.110494;0.000000;0.000000;0.000000;39.552979;176.873230;6.110494;4.127762;1.554480;6.611286;4.893476;1.189644;0.486034;0.650913;1.472126;0.368430;-0.000005
2001-04-07;0.000000;2.664178;0.000000;0.000000;0.000000;39.243057;176.465607;2.664178;1.934792;1.446926;6.031470;4.993181;1.785208;0.729400;0.629696;1.930174;0.484730;0.000005
2001-04-08;0.000000;1.554953;0.000000;0.000000;0.000000;38.653893;176.124298;1.554953;1.103284;1.382138;4.862024;5.009877;1.613508;0.659222;0.642526;1.803515;0.452519;0.000003
2001-04-09;0.000000;2.167064;0.000000;0.000000;0.000000;38.307198;175.888199;2.167064;1.470340;1.279526;4.481585;4.902032;1.313950;0.536829;0.644674;1.566275;0.392349;-0.000008
2001-04-10;0.000000;4.003225;0.000000;0.000000;0.000000;38.602520;175.677673;4.003225;2.644765;1.273660;5.378832;4.778129;1.240625;0.506893;0.630797;1.496629;0.374793;0.000004
2001-04-11;0.000000;0.341739;0.000000;0.000000;0.000000;37.660812;175.360550;0.341739;0.230958;1.369609;3.607186;4.744180;1.421700;0.580905;0.614853;1.628264;0.408288;0.000003
2001-04-12;0.000000;0.304429;0.000000;0.000000;0.000000;36.737080;175.136276;0.304429;0.191255;1.261179;2.454265;4.523611;0.954261;0.389915;0.610484;1.251863;0.312882;0.000002
2001-04-13;0.000000;0.300807;0.000000;0.000000;0.000000;35.859169;175.290665;0.300807;0.175601;0.848724;1.713824;4.207249;0.650302;0.265739;0.582101;0.986576;0.245827;0.000005
2001-04-14;0.000000;17.482601;0.000000;0.000000;0.000000;42.649151;175.510605;17.482601;9.501367;0.971317;10.273366;3.939100;0.668582;0.273243;0.541392;0.968442;0.241532;-0.000004
2001-04-15;0.000000;6.331774;0.000000;0.000000;0.000000;42.045654;175.244873;6.331774;5.746070;1.454943;12.023273;4.591671;2.836706;1.159456;0.506886;2.670288;0.673304;-0.000011
2001-04-16;0.000000;4.419523;0.000000;0.000000;0.000000;41.443516;175.155396;4.419523;3.845223;1.265918;11.284756;5.330507;3.254044;1.329695;0.590859;3.070696;0.774207;-0.000001
2001-04-17;0.000000;0.908258;0.000000;0.000000;0.000000;40.443439;175.074081;0.908258;0.757240;1.232413;7.832026;5.865592;2.988953;1.221017;0.685933;2.935633;0.739254;-0.000005
2001-04-18;0.000000;1.641124;0.000000;0.000000;0.000000;39.680714;175.024994;1.641124;1.272917;1.180020;6.159179;5.965035;2.091531;0.854232;0.754788;2.275069;0.571251;0.000001
2001-04-19;0.000000;0.933018;0.000000;0.000000;0.000000;38.824928;175.033386;0.933018;0.684071;1.096336;4.536909;5.866241;1.637552;0.668790;0.767585;1.923200;0.481936;0.000004
2001-04-20;0.000000;1.224163;0.000000;0.000000;0.000000;38.118938;174.939285;1.224163;0.841501;1.182758;3.668644;5.607178;1.213956;0.495809;0.754872;1.575068;0.393760;-0.000005
2001-04-21;0.000000;1.758213;0.000000;0.000000;0.000000;37.644089;174.680191;1.758213;1.144782;1.347389;3.415876;5.290943;0.992250;0.405300;0.721535;1.371416;0.342370;-0.000013
2001-04-22;0.000000;0.000000;0.000000;0.000000;0.000000;36.557465;174.085114;0.000000;0.000000;1.681696;2.148902;4.977565;0.899509;0.367464;0.680842;1.264730;0.315621;0.000005
2001-04-23;0.000000;0.000000;0.000000;0.000000;0.000000;35.467514;173.368454;0.000000;0.000000;1.806611;1.351830;4.568246;0.565875;0.231197;0.640516;0.966172;0.240219;-0.000000
2001-04-24;0.000000;11.116703;0.000000;0.000000;0.000000;39.447632;172.235718;11.116703;5.848634;2.420688;6.510619;4.180519;0.489727;0.200118;0.587845;0.863096;0.214475;0.000000
2001-04-25;0.000000;10.230269;0.000000;0.000000;0.000000;40.958683;172.116806;10.230269;7.371121;1.467011;11.229145;4.412146;1.883016;0.769579;0.537952;1.934468;0.486501;-0.000002
2001-04-26;0.000000;3.042150;0.000000;0.000000;0.000000;40.220711;171.986313;3.042150;2.449596;1.461035;9.434443;5.075676;3.013010;1.231289;0.567758;2.859851;0.720917;-0.000015
2001-04-27;0.000000;11.501700;0.000000;0.000000;0.000000;41.555729;171.797913;11.501700;8.776665;1.578419;14.429014;5.519533;2.685095;1.096998;0.653141;2.666883;0.671354;-0.000000
2001-04-28;0.000000;5.623875;0.000000;0.000000;0.000000;41.074703;171.712158;5.623875;4.726414;1.464246;13.651506;6.405493;3.907704;1.596218;0.710257;3.688095;0.929866;-0.000005
2001-04-29;0.000000;2.943778;0.000000;0.000000;0.000000;40.239517;171.093414;2.943778;2.390292;2.007415;10.902017;7.071474;3.649539;1.490244;0.824263;3.573771;0.900030;0.000000
2001-04-30;0.000000;0.070873;0.000000;0.000000;0.000000;38.833321;169.755707;0.070873;0.054156;2.760614;6.911611;7.333987;2.872087;1.172474;0.909962;3.022448;0.759601;0.000008
2001-05-01;0.000000;0.000000;0.000000;0.000000;0.000000;37.391602;168.584991;0.000000;0.000000;2.612441;4.348640;7.133167;1.820048;0.742923;0.943742;2.210353;0.553437;-0.000006
2001-05-02;0.000000;0.121539;0.000000;0.000000;0.000000;35.934563;166.690231;0.121539;0.074753;3.398593;2.808382;6.683433;1.146845;0.468166;0.917901;1.652552;0.412194;-0.000008
2001-05-03;0.000000;0.000000;0.000000;0.000000;0.000000;34.421188;165.493851;0.000000;0.000000;2.709754;1.766898;6.125352;0.739537;0.301948;0.860029;1.281120;0.318445;0.000000
2001-05-04;0.000000;0.008703;0.000000;0.000000;0.000000;32.957462;165.123322;0.008703;0.004191;1.838783;1.115660;5.527189;0.465376;0.190052;0.788214;1.004700;0.248890;-0.000016
2001-05-05;0.000000;0.154419;0.000000;0.000000;0.000000;31.649652;165.283264;0.154419;0.065393;1.236894;0.765151;4.936564;0.295284;0.120617;0.711242;0.807154;0.199373;-0.000001
2001-05-06;0.000000;0.470847;0.000000;0.000000;0.000000;30.578308;164.965057;0.470847;0.176896;1.683506;0.652537;4.385300;0.205534;0.083976;0.635240;0.674477;0.166297;-0.000003
2001-05-07;0.000000;0.000000;0.000000;0.000000;0.000000;29.250660;164.519394;0.000000;0.000000;1.773319;0.410481;3.891218;0.171834;0.070222;0.564303;0.590585;0.145553;-0.000007
2001-05-08;0.000000;0.000000;0.000000;0.000000;0.000000;27.943466;163.743088;0.000000;0.000000;2.083490;0.258207;3.434676;0.108093;0.044182;0.500725;0.488641;0.120177;0.000010
2001-05-09;0.000000;0.234111;0.000000;0.000000;0.000000;26.763073;161.798843;0.234111;0.060861;3.297882;0.221316;3.021065;0.069386;0.028366;0.441976;0.410550;0.100813;0.000006
2001-05-10;0.000000;0.000000;0.000000;0.000000;0.000000;25.388844;160.048172;0.000000;0.000000;3.124886;0.139207;2.656142;0.058279;0.023829;0.388753;0.358916;0.088116;0.000014
2001-05-11;0.000000;0.000000;0.000000;0.000000;0.000000;23.987204;158.028320;0.000000;0.000000;3.421490;0.087559;2.329339;0.036658;0.014991;0.341794;0.303929;0.074523;0.000002
2001-05-12;0.000000;0.000000;0.000000;0.000000;0.000000;22.581333;156.297653;0.000000;0.000000;3.136529;0.055071;2.039028;0.023057;0.009430;0.299741;0.259283;0.063515;0.000009
2001-05-13;0.000000;0.000293;0.000000;0.000000;0.000000;21.169510;154.376907;0.000293;0.000041;3.332822;0.034677;1.782577;0.014503;0.005932;0.262383;0.222436;0.054450;-0.000000
2001-05-14;0.000000;5.794092;0.000000;0.000000;0.000000;24.580692;153.322006;5.794092;0.662858;2.774950;0.663309;1.563130;0.024290;0.009936;0.229383;0.203723;0.049950;0.000003
2001-05-15;0.000000;0.193776;0.000000;0.000000;0.000000;23.087505;152.604416;0.193776;0.034480;2.370070;0.450547;1.433768;0.175459;0.071783;0.201145;0.301620;0.074983;0.000003
2001-05-16;0.000000;7.114967;0.000000;0.000000;0.000000;27.171017;152.418106;7.114967;1.051898;2.165861;1.301364;1.307653;0.142698;0.058383;0.184498;0.262108;0.065088;0.000008
2001-05-17;0.000000;1.666063;0.000000;0.000000;0.000000;26.501516;152.283661;1.666063;0.398669;2.071338;1.204281;1.283327;0.351807;0.143944;0.168270;0.415879;0.104198;0.000002
2001-05-18;0.000000;0.734660;0.000000;0.000000;0.000000;25.236759;152.314407;0.734660;0.163294;1.805369;0.915433;1.249471;0.320860;0.131283;0.165139;0.388675;0.097324;0.000007
2001-05-19;0.000000;0.000000;0.000000;0.000000;0.000000;23.518160;152.069641;0.000000;0.000000;1.963366;0.575736;1.187322;0.241063;0.098634;0.160783;0.321517;0.080328;-0.000000
2001-05-20;0.000000;0.000000;0.000000;0.000000;0.000000;21.864794;151.005722;0.000000;0.000000;2.717280;0.362091;1.096572;0.151610;0.062035;0.152785;0.243731;0.060664;0.000005
2001-05-21;0.000000;0.000000;0.000000;0.000000;0.000000;20.275185;149.874878;0.000000;0.000000;2.720459;0.227725;0.994481;0.095350;0.039016;0.141108;0.189466;0.046992;-0.000006
