;snw_dth;snw_lpt;snw_aim;snw_pim;snw_mlt;sl0_mse;sl1_mse;sl0_prf;sl0_arf;sl1_etn;urr_dth;lrr_dth;urr_rnf;urr_pln;lrr_rnf;rnf_sfc;rnf_gnd;mod_bal
2002-01-26;0.000000;15.515338;0.000000;0.000000;0.000000;42.610565;186.006042;15.515338;13.876792;0.442816;19.920181;16.142317;2.007185;0.433831;0.185546;1.815082;0.377649;0.000002
2002-01-27;0.000000;13.474942;0.000000;0.000000;0.000000;42.580551;185.828995;13.474942;13.211806;0.470197;27.615593;16.894428;4.351762;0.940556;0.188445;3.961272;0.803012;0.000000
2002-01-28;0.000000;2.654576;0.000000;0.000000;0.000000;42.341961;185.662140;2.654576;2.597389;0.462634;21.500353;17.862114;5.390323;1.164912;0.197225;6.752958;0.991984;0.000000
2002-01-29;0.000000;0.007796;0.000000;0.000000;0.000000;42.041817;185.399902;0.007796;0.007504;0.562663;15.730442;18.612286;4.436641;0.958693;0.208522;4.207359;0.819883;0.000011
2002-01-30;0.000000;0.090422;0.000000;0.000000;0.000000;41.743690;185.206436;0.090422;0.085245;0.496758;11.795344;19.109322;3.306026;0.714316;0.217279;2.907794;0.615511;0.000013
2002-01-31;0.000000;0.035061;0.000000;0.000000;0.000000;41.441040;185.042450;0.035061;0.032374;0.469320;8.813752;19.421721;2.478486;0.535480;0.223081;2.235689;0.465879;0.000003
2002-02-01;0.000000;0.025183;0.000000;0.000000;0.000000;41.137024;184.912537;0.025183;0.022764;0.436361;6.584456;19.595095;1.851959;0.400102;0.226728;1.726150;0.352537;-0.000014
2002-02-02;0.000000;0.000000;0.000000;0.000000;0.000000;40.821888;184.490799;0.000000;0.000000;0.736877;4.902359;19.665180;1.383260;0.298837;0.228752;1.344316;0.267696;-0.000004
2002-02-03;0.000000;0.056824;0.000000;0.000000;0.000000;40.505505;184.063477;0.056824;0.049158;0.751375;3.698170;19.658274;1.030682;0.222665;0.229571;1.056430;0.203823;-0.000002
2002-02-04;0.000000;0.341277;0.000000;0.000000;0.000000;40.228237;183.761383;0.341277;0.288603;0.632035;3.036337;19.597633;0.781585;0.168851;0.229490;0.852428;0.158647;0.000001
2002-02-05;0.000000;2.446981;0.000000;0.000000;0.000000;40.313183;183.646408;2.446981;2.028225;0.448778;4.248933;19.513754;0.670727;0.144902;0.228782;0.761016;0.138493;0.000008
2002-02-06;0.000000;0.239471;0.000000;0.000000;0.000000;40.017490;183.494522;0.239471;0.199716;0.487333;3.359260;19.479490;0.895849;0.193540;0.227803;0.944410;0.179243;0.000001
2002-02-07;0.000000;4.166748;0.000000;0.000000;0.000000;40.441166;183.392426;4.166748;3.401125;0.444051;5.835215;19.416452;0.760805;0.164365;0.227403;0.833483;0.154725;-0.000007
2002-02-08;0.000000;2.644640;0.000000;0.000000;0.000000;40.510498;183.156143;2.644640;2.226105;0.585477;6.526772;19.462414;1.261919;0.272629;0.226667;1.243047;0.245539;0.000008
2002-02-09;0.000000;12.704493;0.000000;0.000000;0.000000;42.098221;182.955124;12.704493;10.747522;0.570259;15.395223;19.569046;1.545236;0.333835;0.227203;1.475486;0.296954;0.000007
2002-02-10;0.000000;4.065960;0.000000;0.000000;0.000000;41.943523;182.801254;4.065960;3.848223;0.526301;15.234702;20.052782;3.296558;0.712184;0.228448;2.910389;0.614618;0.000004
2002-02-11;0.000000;4.827472;0.000000;0.000000;0.000000;41.875473;182.681091;4.827472;4.520108;0.495575;15.773883;20.525894;3.273720;0.707207;0.234095;2.896923;0.610893;0.000002
2002-02-12;0.000000;30.349880;0.000000;0.000000;0.000000;42.510506;182.434479;30.349880;29.325993;0.635465;40.492634;21.104708;3.788810;0.818431;0.239618;3.323726;0.704703;0.000002
2002-02-13;0.000000;7.348848;0.000000;0.000000;0.000000;42.309750;182.221329;7.348848;7.156054;0.606703;32.788456;22.454138;7.388099;1.595807;0.246376;12.152931;1.357871;-0.000003
2002-02-14;0.000000;0.009207;0.000000;0.000000;0.000000;41.917892;182.142441;0.009207;0.008842;0.471113;21.774092;23.518305;6.141387;1.326295;0.262129;8.826080;1.132962;-0.000006
2002-02-15;0.000000;0.000000;0.000000;0.000000;0.000000;41.527317;182.073349;0.000000;0.000000;0.459670;15.870407;24.210670;4.477893;0.966917;0.274552;4.379087;0.832232;-0.000003
2002-02-16;0.000000;0.000000;0.000000;0.000000;0.000000;41.133713;181.849426;0.000000;0.000000;0.617518;11.816496;24.647898;3.334049;0.719862;0.282634;2.991273;0.625411;0.000010
2002-02-17;0.000000;0.000000;0.000000;0.000000;0.000000;40.735146;181.559204;0.000000;0.000000;0.688792;8.798139;24.896111;2.482405;0.535952;0.287739;2.298787;0.471356;-0.000002
2002-02-18;0.000000;2.711702;0.000000;0.000000;0.000000;40.717812;181.581696;2.711702;2.331336;0.375221;8.836209;25.012667;1.886074;0.407191;0.290636;1.813275;0.363436;-0.000014
2002-02-19;0.000000;18.693895;0.000000;0.000000;0.000000;42.479698;181.451736;18.693895;16.512346;0.549618;22.766268;25.179176;2.123784;0.458505;0.291997;2.009140;0.406640;0.000001
2002-02-20;0.000000;14.175413;0.000000;0.000000;0.000000;42.452866;181.190536;14.175413;13.774341;0.689098;29.682400;25.918924;4.788129;1.033690;0.293941;5.228542;0.889917;0.000009
2002-02-21;0.373635;0.000000;0.000000;0.000000;0.000000;42.032806;181.297867;0.000000;0.000000;0.312727;20.103626;26.840784;5.672207;1.224435;0.302577;7.606049;1.050867;0.000000
2002-02-22;0.000000;6.138861;0.373635;0.000000;0.373635;41.981712;181.044052;6.512496;6.135822;0.681581;20.892635;27.454929;4.297069;0.927482;0.313338;3.930368;0.802302;-0.000000
2002-02-23;0.000000;5.819823;0.000000;0.000000;0.000000;41.905926;180.895355;5.819823;5.463775;0.580535;20.667065;28.085861;4.408400;0.951438;0.320508;4.235397;0.823019;-0.000005
2002-02-24;0.000000;5.091629;0.000000;0.000000;0.000000;41.815815;181.021454;5.091629;4.754980;0.300655;19.863007;28.700218;4.366080;0.942230;0.327873;4.128795;0.815888;0.000003
2002-02-25;0.000000;7.835396;0.000000;0.000000;0.000000;41.934860;180.511932;7.835396;7.271492;0.954371;21.859032;29.287451;4.273955;0.922277;0.335045;3.888525;0.799711;0.000008
2002-02-26;0.000000;10.267107;0.000000;0.000000;0.000000;42.136242;180.185989;10.267107;9.607608;0.784056;25.179903;29.938671;4.602598;0.993121;0.341901;4.775705;0.859811;0.000005
2002-02-27;0.000000;0.639219;0.000000;0.000000;0.000000;41.706085;179.906464;0.639219;0.606584;0.742330;18.279057;30.667799;4.999303;1.078631;0.349503;5.845995;0.932307;-0.000012
2002-02-28;0.000000;0.597028;0.000000;0.000000;0.000000;41.288448;179.705643;0.597028;0.549827;0.665669;14.149557;31.140146;3.848964;0.830362;0.358015;3.482639;0.724340;-0.000010
2002-03-01;0.000000;0.415600;0.000000;0.000000;0.000000;40.863384;179.437943;0.415600;0.371660;0.736717;10.900120;31.419161;2.978554;0.642544;0.363529;2.775171;0.566912;-0.000012
2002-03-02;0.000000;0.000000;0.000000;0.000000;0.000000;40.396294;179.330978;0.000000;0.000000;0.574046;8.116261;31.546341;2.289893;0.493966;0.366786;2.214404;0.442276;0.000009
2002-03-03;0.000000;0.000000;0.000000;0.000000;0.000000;39.929420;179.172043;0.000000;0.000000;0.625813;6.043396;31.545874;1.705061;0.367803;0.368271;1.736996;0.336336;-0.000005
2002-03-04;0.000000;0.000000;0.000000;0.000000;0.000000;39.455814;178.802536;0.000000;0.000000;0.843104;4.499934;31.451475;1.269595;0.273867;0.368265;1.380489;0.257371;0.000010
2002-03-05;0.000000;0.000000;0.000000;0.000000;0.000000;38.970497;178.280350;0.000000;0.000000;1.007504;3.350665;31.288237;0.945345;0.203925;0.367163;1.114015;0.198493;0.000000
2002-03-06;0.000000;2.115834;0.000000;0.000000;0.000000;38.987854;177.861969;2.115834;1.598421;0.918448;4.061855;31.080412;0.729799;0.157432;0.365258;0.935790;0.159266;-0.000012
2002-03-07;0.000000;0.082214;0.000000;0.000000;0.000000;38.495693;177.328552;0.082214;0.062190;1.045604;3.085426;30.901878;0.854320;0.184298;0.362832;1.035484;0.181667;-0.000002
2002-03-08;0.000000;0.000000;0.000000;0.000000;0.000000;37.965965;176.627441;0.000000;0.000000;1.230829;2.297408;30.680965;0.648185;0.139833;0.360747;0.864798;0.144135;0.000008
2002-03-09;0.000000;0.379410;0.000000;0.000000;0.000000;37.543945;176.286392;0.379410;0.265586;0.876893;1.971003;30.427849;0.486941;0.105051;0.358168;0.730403;0.114706;-0.000002
2002-03-10;0.000000;0.000000;0.000000;0.000000;0.000000;36.997108;175.755371;0.000000;0.000000;1.077870;1.467603;30.161968;0.414068;0.089332;0.355214;0.668008;0.101273;-0.000013
2002-03-11;0.000000;0.297239;0.000000;0.000000;0.000000;36.530136;174.890518;0.297239;0.192942;1.436129;1.281913;29.877050;0.311439;0.067193;0.352110;0.581114;0.082435;-0.000005
2002-03-12;0.000000;0.128457;0.000000;0.000000;0.000000;35.985004;174.063278;0.128457;0.080347;1.420483;1.033269;29.586653;0.270605;0.058385;0.348784;0.544604;0.074785;-0.000002
2002-03-13;0.000000;4.024356;0.000000;0.000000;0.000000;36.959927;173.294403;4.024356;2.409050;1.409253;3.130972;29.296515;0.256092;0.055256;0.345393;0.529582;0.071903;0.000006
2002-03-14;0.000000;9.356273;0.000000;0.000000;0.000000;39.581211;173.485641;9.356273;6.055466;0.488284;8.267504;29.117599;0.755843;0.163091;0.342006;0.935575;0.162275;-0.000001
2002-03-15;0.000000;0.098580;0.000000;0.000000;0.000000;38.916641;173.072144;0.098580;0.077932;1.098713;6.232295;29.152725;1.738097;0.375044;0.339918;1.737778;0.340236;0.000004
2002-03-16;0.000000;0.000000;0.000000;0.000000;0.000000;38.209122;172.247162;0.000000;0.000000;1.532504;4.640503;29.094910;1.309278;0.282513;0.340328;1.387099;0.262507;-0.000002
2002-03-17;0.000000;0.000000;0.000000;0.000000;0.000000;37.481735;171.463394;0.000000;0.000000;1.511161;3.455270;28.965614;0.974875;0.210358;0.339653;1.112709;0.201819;-0.000006
2002-03-18;0.000000;9.174376;0.000000;0.000000;0.000000;39.681408;171.106049;9.174376;6.185822;1.146227;8.636755;28.805725;0.826083;0.178255;0.338143;0.989500;0.174727;0.000000
2002-03-19;0.000000;7.015110;0.000000;0.000000;0.000000;40.305664;171.061981;7.015110;5.586838;0.848085;11.907633;28.880503;1.904905;0.411054;0.336277;1.870967;0.370215;-0.000001
2002-03-20;0.000000;6.111013;0.000000;0.000000;0.000000;40.499260;170.742325;6.111013;5.093740;1.143335;13.859708;29.100954;2.584062;0.557602;0.337150;2.427779;0.493433;0.000001
2002-03-21;0.000000;0.461207;0.000000;0.000000;0.000000;39.746483;170.401886;0.461207;0.389848;1.164572;10.701964;29.390865;2.917957;0.629634;0.339723;2.703511;0.554169;0.000002
2002-03-22;0.000000;4.754445;0.000000;0.000000;0.000000;39.863914;170.285202;4.754445;3.804601;0.949100;11.698264;29.546167;2.309894;0.498409;0.343108;2.208845;0.444157;-0.000006
2002-03-23;0.000000;0.037787;0.000000;0.000000;0.000000;39.054779;170.249573;0.037787;0.030499;0.852048;8.740334;29.731615;2.458061;0.530368;0.344921;2.331824;0.471158;0.000005
2002-03-24;0.000000;0.000000;0.000000;0.000000;0.000000;38.252205;170.170685;0.000000;0.000000;0.881468;6.507992;29.780704;1.836166;0.396175;0.347086;1.824704;0.358548;-0.000006
2002-03-25;0.000000;0.000000;0.000000;0.000000;0.000000;37.462677;170.078140;0.000000;0.000000;0.882060;4.845809;29.728033;1.367197;0.294987;0.347659;1.441305;0.273550;0.000013
2002-03-26;0.000000;0.000000;0.000000;0.000000;0.000000;36.678738;169.821640;0.000000;0.000000;1.040443;3.608156;29.600636;1.018006;0.219647;0.347044;1.154865;0.210185;-0.000002
2002-03-27;0.000000;0.000000;0.000000;0.000000;0.000000;35.898937;169.526550;0.000000;0.000000;1.074891;2.686605;29.418629;0.758000;0.163550;0.345557;0.940629;0.162928;-0.000001
2002-03-28;0.000000;0.000000;0.000000;0.000000;0.000000;35.103729;168.779816;0.000000;0.000000;1.541941;2.000423;29.196978;0.564401;0.121781;0.343432;0.780168;0.127665;0.000002
2002-03-29;0.000000;0.000000;0.000000;0.000000;0.000000;34.280437;167.726883;0.000000;0.000000;1.876227;1.489495;28.946812;0.420248;0.090680;0.340844;0.659758;0.101335;-0.000001
2002-03-30;0.000000;0.000000;0.000000;0.000000;0.000000;33.436577;166.811462;0.000000;0.000000;1.759283;1.109061;28.676411;0.312913;0.067521;0.337924;0.569181;0.081656;-0.000004
2002-03-31;0.000000;0.088571;0.000000;0.000000;0.000000;32.611362;165.748840;0.088571;0.042787;1.933632;0.867737;28.392071;0.233684;0.050427;0.334767;0.501395;0.067057;-0.000011
2002-04-01;0.000000;0.000000;0.000000;0.000000;0.000000;31.715073;164.664612;0.000000;0.000000;1.980512;0.646104;28.099962;0.182294;0.039339;0.331448;0.456249;0.057493;0.000005
2002-04-02;0.000000;0.000000;0.000000;0.000000;0.000000;30.786777;163.395905;0.000000;0.000000;2.197010;0.481079;27.801218;0.135733;0.029292;0.328038;0.414973;0.048799;-0.000010
2002-04-03;0.000000;0.000000;0.000000;0.000000;0.000000;29.836052;162.285172;0.000000;0.000000;2.061456;0.358203;27.498478;0.101065;0.021811;0.324550;0.383360;0.042255;0.000004
2002-04-04;0.000000;0.000000;0.000000;0.000000;0.000000;28.872425;161.330780;0.000000;0.000000;1.918007;0.266711;27.193703;0.075251;0.016241;0.321016;0.358954;0.037314;0.000011
2002-04-05;0.000000;0.000000;0.000000;0.000000;0.000000;27.902983;160.484604;0.000000;0.000000;1.815612;0.198587;26.888336;0.056030;0.012093;0.317458;0.339923;0.033566;0.000008
2002-04-06;0.000000;0.000000;0.000000;0.000000;0.000000;26.953279;160.163849;0.000000;0.000000;1.270463;0.147863;26.583447;0.041719;0.009005;0.313893;0.324905;0.030708;-0.000004
2002-04-07;0.000000;0.000000;0.000000;0.000000;0.000000;26.014322;159.634018;0.000000;0.000000;1.468781;0.110095;26.279818;0.031063;0.006705;0.310334;0.312884;0.028513;0.000007
2002-04-08;0.000000;0.000000;0.000000;0.000000;0.000000;25.080688;158.956848;0.000000;0.000000;1.610815;0.081974;25.978022;0.023129;0.004992;0.306790;0.303105;0.026813;-0.000013
2002-04-09;0.000000;0.000000;0.000000;0.000000;0.000000;24.157398;158.366821;0.000000;0.000000;1.513323;0.061036;25.678473;0.017221;0.003717;0.303266;0.295005;0.025482;-0.000006
2002-04-10;0.000000;0.000000;0.000000;0.000000;0.000000;23.246407;157.799240;0.000000;0.000000;1.478580;0.045445;25.381470;0.012822;0.002768;0.299769;0.288165;0.024427;-0.000006
2002-04-11;0.000000;0.000000;0.000000;0.000000;0.000000;22.345377;157.150314;0.000000;0.000000;1.549958;0.033837;25.087229;0.009547;0.002061;0.296302;0.282272;0.023577;-0.000003
2002-04-12;0.000000;0.000000;0.000000;0.000000;0.000000;21.444250;156.215057;0.000000;0.000000;1.836386;0.025194;24.795897;0.007108;0.001535;0.292867;0.277094;0.022882;-0.000002
2002-04-13;0.000000;0.632943;0.000000;0.000000;0.000000;21.105282;156.165283;0.632943;0.083591;0.938094;0.100703;24.507864;0.006647;0.001435;0.289466;0.273566;0.022547;0.000002
2002-04-14;0.000000;0.411475;0.000000;0.000000;0.000000;20.584137;155.781219;0.411475;0.051872;1.264821;0.125830;24.226509;0.021996;0.004749;0.286104;0.283017;0.025083;-0.000009
2002-04-15;0.000000;7.647052;0.000000;0.000000;0.000000;26.189342;155.535233;7.647052;0.896153;1.391678;0.972191;23.952532;0.040951;0.008842;0.282819;0.295492;0.028278;0.000002
2002-04-16;0.000000;8.880830;0.000000;0.000000;0.000000;31.588188;155.806931;8.880830;2.102364;1.107930;2.784810;23.724363;0.238293;0.051452;0.279621;0.454087;0.063826;-0.000008
2002-04-17;0.000000;3.638175;0.000000;0.000000;0.000000;32.345009;156.148529;3.638175;1.488652;1.051104;3.532786;23.578938;0.609146;0.131530;0.276957;0.755225;0.130878;-0.000002
2002-04-18;0.000000;4.137404;0.000000;0.000000;0.000000;33.220699;155.927475;4.137404;1.814089;1.668683;4.408721;23.470280;0.771552;0.166601;0.275260;0.886609;0.160202;-0.000005
2002-04-19;0.000000;5.824942;0.000000;0.000000;0.000000;34.784855;156.226913;5.824942;2.761174;1.200181;5.989335;23.405939;0.970910;0.209651;0.273991;1.048642;0.196259;-0.000007
2002-04-20;0.000000;0.002353;0.000000;0.000000;0.000000;33.335339;155.962708;0.002353;0.001276;1.714797;4.460652;23.404402;1.258258;0.271701;0.273240;1.283189;0.248309;0.000001
2002-04-21;0.000000;0.000000;0.000000;0.000000;0.000000;31.890417;155.017487;0.000000;0.000000;2.390131;3.321209;23.333530;0.937092;0.202350;0.273222;1.020244;0.190070;0.000011
2002-04-22;0.000000;0.000000;0.000000;0.000000;0.000000;30.450821;154.009644;0.000000;0.000000;2.447439;2.472828;23.211800;0.697719;0.150663;0.272395;0.823511;0.146603;-0.000001
2002-04-23;0.000000;0.000000;0.000000;0.000000;0.000000;29.052599;153.543076;0.000000;0.000000;1.864789;1.841159;23.053005;0.519491;0.112179;0.270974;0.676285;0.114179;0.000000
2002-04-24;0.000000;0.000000;0.000000;0.000000;0.000000;27.678818;152.778549;0.000000;0.000000;2.138303;1.370844;22.867411;0.386790;0.083525;0.269120;0.565930;0.089980;0.000004
2002-04-25;0.000000;0.000000;0.000000;0.000000;0.000000;26.310400;151.634369;0.000000;0.000000;2.512599;1.020667;22.662649;0.287986;0.062190;0.266953;0.483036;0.071904;-0.000002
2002-04-26;0.000000;2.288646;0.000000;0.000000;0.000000;26.648834;151.401566;2.288646;0.549137;1.633877;1.298261;22.446312;0.223317;0.048226;0.264563;0.427879;0.060001;0.000002
2002-04-27;0.000000;3.711332;0.000000;0.000000;0.000000;27.966724;151.490921;3.711332;0.924352;1.379735;1.872768;22.246408;0.287711;0.062134;0.262037;0.478258;0.071491;-0.000001
2002-04-28;0.000000;7.652161;0.000000;0.000000;0.000000;31.769436;151.879517;7.652161;2.194303;1.266551;3.545452;22.079348;0.428975;0.092644;0.259704;0.591744;0.096935;0.000001
2002-04-29;0.000000;4.205659;0.000000;0.000000;0.000000;32.538757;152.037506;4.205659;1.749840;1.528499;4.355137;21.988577;0.773172;0.166982;0.257753;0.871720;0.159205;0.000010
2002-04-30;0.000000;0.466971;0.000000;0.000000;0.000000;31.143553;151.408020;0.466971;0.208350;2.283309;3.446858;21.930212;0.918301;0.198328;0.256694;0.989551;0.185444;0.000001
2002-05-01;0.000000;0.388380;0.000000;0.000000;0.000000;29.797321;151.339432;0.388380;0.152472;1.650720;2.715822;21.831123;0.726584;0.156924;0.256012;0.831968;0.150629;0.000007
2002-05-02;0.000000;0.068935;0.000000;0.000000;0.000000;28.341209;151.317093;0.068935;0.023787;1.523607;2.045379;21.699574;0.570924;0.123307;0.254856;0.703462;0.122318;-0.000009
2002-05-03;0.000000;3.027464;0.000000;0.000000;0.000000;28.955841;151.706253;3.027464;0.902521;1.121152;2.407625;21.542215;0.444312;0.095963;0.253320;0.598387;0.099245;0.000001
2002-05-04;0.000000;30.917027;0.000000;0.000000;0.000000;40.815926;152.807724;30.917027;16.973507;0.981964;18.431765;21.459362;0.780739;0.168628;0.251483;0.872107;0.160115;-0.000002
2002-05-05;0.000000;1.012197;0.000000;0.000000;0.000000;39.029514;153.500610;1.012197;0.875266;1.230452;14.581320;22.048243;3.886317;0.839395;0.250516;3.413645;0.723187;0.000001
2002-05-06;0.000000;1.017452;0.000000;0.000000;0.000000;37.457317;153.765640;1.017452;0.772044;1.552565;11.613348;22.455124;3.075745;0.664272;0.257390;2.756424;0.576711;0.000009
2002-05-07;0.000000;0.000000;0.000000;0.000000;0.000000;35.656528;152.784302;0.000000;0.000000;2.782129;8.646736;22.719868;2.439728;0.526884;0.262140;2.240138;0.461730;-0.000001
2002-05-08;0.000000;0.000000;0.000000;0.000000;0.000000;33.881176;151.858383;0.000000;0.000000;2.701266;6.437954;22.846916;1.816503;0.392279;0.265231;1.732787;0.348947;0.000005
2002-05-09;0.000000;0.167065;0.000000;0.000000;0.000000;32.173622;150.375259;0.167065;0.083878;3.273860;4.875629;22.872564;1.353842;0.292361;0.266714;1.355395;0.265161;0.000003
2002-05-10;0.000000;0.470771;0.000000;0.000000;0.000000;30.697729;149.820160;0.470771;0.203237;2.298521;3.829402;22.827452;1.027562;0.221901;0.267013;1.088558;0.206017;0.000005
2002-05-11;0.000000;16.427259;0.000000;0.000000;0.000000;38.711044;149.940048;16.427259;6.183267;2.110800;8.912673;22.756321;0.904639;0.195357;0.266487;0.987438;0.183689;-0.000010
2002-05-12;0.000000;4.943877;0.000000;0.000000;0.000000;37.837303;150.161606;4.943877;3.662750;1.933298;10.226566;22.907820;1.931702;0.417155;0.265656;1.827491;0.369868;0.000012
2002-05-13;0.000000;0.312586;0.000000;0.000000;0.000000;35.834255;149.392075;0.312586;0.216652;2.868514;7.826617;23.105093;2.151903;0.464699;0.267425;2.009400;0.409928;-0.000000
2002-05-14;0.000000;4.902224;0.000000;0.000000;0.000000;35.753376;149.498779;4.902224;2.898810;1.977588;8.669062;23.200560;1.691169;0.365195;0.269728;1.634346;0.326551;0.000001
2002-05-15;0.000000;0.000000;0.000000;0.000000;0.000000;33.745338;148.898071;0.000000;0.000000;2.608745;6.454600;23.322987;1.821193;0.393268;0.270842;1.741825;0.350211;-0.000000
2002-05-16;0.000000;0.000000;0.000000;0.000000;0.000000;31.735924;147.292603;0.000000;0.000000;3.614879;4.805815;23.343519;1.355980;0.292806;0.272272;1.362294;0.265958;0.000005
2002-05-17;0.000000;0.005845;0.000000;0.000000;0.000000;29.729671;145.564682;0.005845;0.002424;3.737592;3.580578;23.289026;1.009643;0.218018;0.272511;1.078981;0.203173;0.000002
2002-05-18;0.000000;3.644682;0.000000;0.000000;0.000000;30.073109;145.358170;3.644682;1.249347;2.258407;3.890681;23.183950;0.772444;0.166800;0.271875;0.884205;0.160115;0.000004
2002-05-19;0.000000;0.000000;0.000000;0.000000;0.000000;28.123785;144.833542;0.000000;0.000000;2.473958;2.896829;23.089802;0.817353;0.176499;0.270649;0.919834;0.168168;-0.000007
2002-05-20;0.000000;0.000000;0.000000;0.000000;0.000000;26.243294;143.865814;0.000000;0.000000;2.848221;2.156849;22.951666;0.608565;0.131415;0.269549;0.747888;0.130226;-0.000000
2002-05-21;0.000000;0.025273;0.000000;0.000000;0.000000;24.423784;142.471466;0.025273;0.006019;3.233114;1.611791;22.781597;0.453208;0.097869;0.267937;0.619208;0.101936;-0.000002
2002-05-22;0.000000;0.470934;0.000000;0.000000;0.000000;23.029881;141.774094;0.470934;0.090932;2.471277;1.289206;22.589087;0.340078;0.073440;0.265951;0.524754;0.081275;0.000000
2002-05-23;0.000000;2.711959;0.000000;0.000000;0.000000;23.507807;142.066666;2.711959;0.441091;1.500368;1.392284;22.385414;0.277981;0.060032;0.263704;0.471835;0.069850;0.000002
2002-05-24;0.000000;1.206180;0.000000;0.000000;0.000000;22.739313;141.531906;1.206180;0.208306;2.301132;1.240829;22.187984;0.295865;0.063896;0.261326;0.484274;0.072917;-0.000006
2002-05-25;0.000000;0.084442;0.000000;0.000000;0.000000;21.155048;141.215317;0.084442;0.013234;1.972056;0.936833;21.985306;0.260887;0.056343;0.259022;0.453504;0.066405;0.000006
2002-05-26;0.000000;0.497633;0.000000;0.000000;0.000000;19.996723;140.657166;0.497633;0.063166;2.150945;0.759440;21.771378;0.197833;0.042727;0.256656;0.399692;0.054796;-0.000003
2002-05-27;0.000000;0.000017;0.000000;0.000000;0.000000;18.482517;139.785522;0.000017;0.000002;2.385861;0.565441;21.551678;0.159543;0.034458;0.254158;0.366032;0.047669;0.000003
2002-05-28;0.000000;0.068428;0.000000;0.000000;0.000000;17.095474;138.742813;0.068428;0.005856;2.492319;0.426737;21.325762;0.118883;0.025677;0.251593;0.330369;0.040107;0.000005
2002-05-29;0.000000;0.030096;0.000000;0.000000;0.000000;15.764784;138.185379;0.030096;0.002051;1.916169;0.319736;21.096176;0.089682;0.019371;0.248956;0.304021;0.034618;0.000001
2002-05-30;0.000000;0.006995;0.000000;0.000000;0.000000;14.475869;137.035187;0.006995;0.000376;2.445722;0.238426;20.864408;0.067176;0.014510;0.246276;0.283113;0.030339;0.000005
2002-05-31;0.000000;0.000000;0.000000;0.000000;0.000000;13.229382;135.482315;0.000000;0.000000;2.799359;0.177518;20.631657;0.050088;0.010819;0.243570;0.266618;0.027041;0.000002
2002-06-01;0.000000;0.000000;0.000000;0.000000;0.000000;12.031402;133.795364;0.000000;0.000000;2.884935;0.132170;20.398859;0.037293;0.008056;0.240853;0.253626;0.024520;-0.000005
2002-06-02;0.000000;0.000000;0.000000;0.000000;0.000000;10.881368;131.950607;0.000000;0.000000;2.994795;0.098406;20.166721;0.027766;0.005998;0.238135;0.243309;0.022592;-0.000003
2002-06-03;0.000000;1.351572;0.000000;0.000000;0.000000;10.976989;130.208618;1.351572;0.024629;2.973319;0.097410;19.935848;0.021072;0.004552;0.235426;0.235319;0.021179;-0.000008
2002-06-04;0.000000;3.337839;0.000000;0.000000;0.000000;12.746111;128.863403;3.337839;0.062397;2.851539;0.133693;19.707756;0.021475;0.004639;0.232730;0.233152;0.021053;-0.000003
2002-06-05;0.000000;7.931303;0.000000;0.000000;0.000000;18.238710;128.791382;7.931303;0.229353;2.281363;0.324375;19.484558;0.031801;0.006870;0.230068;0.239140;0.022729;0.000009
2002-06-06;0.000000;12.753870;0.000000;0.000000;0.000000;26.714119;129.882996;12.753870;1.049878;2.136966;1.270706;19.275492;0.085151;0.018396;0.227462;0.280402;0.032211;0.000004
2002-06-07;0.000000;0.000356;0.000000;0.000000;0.000000;23.951530;130.874741;0.000356;0.000089;1.771122;0.946170;19.108145;0.266951;0.057674;0.225021;0.426975;0.064997;-0.000012
2002-06-08;0.000000;0.034790;0.000000;0.000000;0.000000;21.541861;131.139252;0.034790;0.006345;2.173593;0.710675;18.928043;0.198874;0.042967;0.223068;0.369433;0.052509;0.000012
2002-06-09;0.000000;0.863638;0.000000;0.000000;0.000000;20.023870;130.970734;0.863638;0.115580;2.434563;0.642423;18.739740;0.151171;0.032661;0.220965;0.328432;0.043704;0.000002
2002-06-10;0.000000;1.435073;0.000000;0.000000;0.000000;19.176365;131.445358;1.435073;0.155157;1.652804;0.630404;18.550676;0.137473;0.029703;0.218767;0.315183;0.041058;-0.000008
2002-06-11;0.000000;1.128404;0.000000;0.000000;0.000000;18.191429;131.512375;1.128404;0.107529;1.938798;0.574766;18.363108;0.134177;0.028991;0.216560;0.310439;0.040297;-0.000004
2002-06-12;0.000000;1.164263;0.000000;0.000000;0.000000;17.350950;131.472626;1.164263;0.095117;1.949375;0.521172;18.175159;0.122287;0.026423;0.214370;0.298678;0.037980;0.000000
2002-06-13;0.000000;0.700799;0.000000;0.000000;0.000000;16.233641;131.648911;0.700799;0.049868;1.591954;0.436912;17.986816;0.110295;0.023832;0.212176;0.286828;0.035644;0.000001
2002-06-14;0.000000;2.461136;0.000000;0.000000;0.000000;16.669697;130.677231;2.461136;0.144200;2.852551;0.466652;17.797176;0.094122;0.020338;0.209977;0.271551;0.032549;0.000009
2002-06-15;0.000000;0.000000;0.000000;0.000000;0.000000;14.950579;129.929520;0.000000;0.000000;2.466821;0.347434;17.610596;0.098034;0.021184;0.207764;0.272703;0.033095;0.000009
2002-06-16;0.000000;0.038443;0.000000;0.000000;0.000000;13.378209;128.415573;0.038443;0.001771;3.122996;0.260409;17.420788;0.073017;0.015779;0.205585;0.250205;0.028398;-0.000008
