;0
snw_dth;33.000000
snw_ast;-0.620000
snw_amt;-0.540000
snw_amf;1.900000
snw_pmf;0.650000
sl0_mse;5.660000
sl1_mse;197.000000
sl0_fcy;42.899361
sl0_bt0;2.919595
sl1_pwp;206.330368
sl1_fcy;214.773209
sl1_bt0;2.500000
urr_dth;6.100000
lrr_dth;1.140000
urr_rsr;0.922893
urr_tdh;20.141840
urr_tdr;0.281129
urr_cst;0.210080
urr_dro;0.818667
urr_ulc;0.057597
lrr_tdh;7948.666504
lrr_cst;0.011674
lrr_dro;0.926271
