;dis_ref;ppt;tem;pet
2001-01-01;5.7250000000000005;3.099866600116244;1.4090783360640704;0.2248581488116172
2001-01-02;9.134166666666667;6.431726132706869;6.91395012135166;0.4264045534407307
2001-01-03;16.701041666666665;1.1943948322414406;3.2151829657511;0.3383566526915692
2001-01-04;15.762500000000001;6.129236648773323;4.8290823047597184;0.3495613159786539
2001-01-05;22.503125;21.276179087778864;7.127980017551966;0.3966750271611047
2001-01-06;64.403125;0.5820199347199814;4.372733348748977;0.3861637186430494
2001-01-07;38.44479166666667;0.3937473980220949;3.0287122386113734;0.2668555690827044
2001-01-08;24.51770833333333;0.4760795387928179;1.6194227405806032;0.2662169885723793
2001-01-09;17.867708333333333;0.0558488891722118;1.3247566325385904;0.2469721286722136
2001-01-10;14.005208333333334;6.072148718623248;1.7990784263144763;0.2766206878847716
2001-01-11;14.578125;0.0948346568429465;0.8959856141641194;0.2866800480066111
2001-01-12;12.479166666666666;0.0028046743545184;-1.601175069831923;0.1374323695148849
2001-01-13;10.340625000000001;0.0;-2.966531979948295;0.0650202679478289
2001-01-14;8.596458333333333;0.0;-3.1750906169123283;0.1337012171303095
2001-01-15;7.4815625;0.0;-3.6015370807659357;0.0264559060469046
2001-01-16;6.1878125;0.0;-5.196774720849836;0.0001855087355042
2001-01-17;5.3240625;0.1020485776733614;-3.1660688088147264;0.1463428215852718
2001-01-18;6.10625;0.5066107279945523;-0.3772762392476312;0.1220400868572922
2001-01-19;5.3116666666666665;0.2612833159364337;-0.2978713898476318;0.1420923484838903
2001-01-20;4.734270833333333;1.7181990890960377;-1.1100965749995058;0.0690064220762322
2001-01-21;4.355;5.751136997908627;-2.3932440006433557;0.0052261185289083
2001-01-22;4.891875;2.055692135786684;3.2789890249592117;0.41534345891147
2001-01-23;8.8953125;7.93480556044258;6.067280024445851;0.435382853662321
2001-01-24;18.675;2.5290568841290546;5.691993665657196;0.4929139508867305
2001-01-25;21.359375;3.586185733157457;3.990493036095572;0.4112500838681634
2001-01-26;20.097916666666666;5.8115074323102265;2.335600325913447;0.3132377810952595
2001-01-27;23.075;2.484242542806709;1.0911124328563857;0.2956656968761822
2001-01-28;23.077083333333334;0.0708100547404595;0.1256083833758582;0.3097462012846581
2001-01-29;17.883333333333333;0.3307130244001326;0.6086054380617343;0.276031927091921
2001-01-30;14.00625;0.0248988663764381;-1.0441728264217165;0.3303067815041738
2001-01-31;11.321875;0.0317144825830673;-1.3198349680663342;0.2557438303168363
2001-02-01;9.347916666666666;1.287286543612241;-1.1655738674049885;0.2355324841976245
2001-02-02;8.230104166666665;8.243949723181496;-2.151299780659041;0.0131134276684396
2001-02-03;8.165729166666667;5.690891644825489;2.3075733362503588;0.4357611807954553
2001-02-04;16.948333333333334;11.636791233388802;5.7050401915041045;0.6220756201351504
2001-02-05;42.36770833333333;3.867649052310712;6.871595234796225;0.5018855640673087
2001-02-06;41.67916666666667;4.032910238793773;8.833520600013312;0.6362457247896698
2001-02-07;32.84166666666666;1.1502007399371768;8.588946731484569;0.5081482273442487
2001-02-08;25.953125;0.1531867491304723;8.183854973027415;0.7011910980429136
2001-02-09;19.166666666666668;0.2270789526979323;0.6469178257583978;0.5812878646320006
2001-02-10;14.044791666666667;0.565795940985297;1.4294901043125858;0.6185909083835438
2001-02-11;11.264583333333334;0.1659937205830256;5.267095883302908;0.7799192073724027
2001-02-12;9.666354166666666;4.402542487188002;7.834286295161576;0.6177150880835247
2001-02-13;9.800104166666666;0.0;2.8227109477830346;0.7086321102462345
2001-02-14;8.404583333333333;0.0;2.1389394795192014;0.6733081515492358
2001-02-15;7.418958333333333;0.0;5.734002065421297;1.1041477539027973
2001-02-16;6.831875;6.443624366660935;3.5791948605591237;0.969388537688006
2001-02-17;7.5051041666666665;0.7145911998529125;1.2300326413633398;0.3377963186078446
2001-02-18;7.933541666666667;0.0073419761316374;0.5084367841957342;0.3632055018653864
2001-02-19;7.5093749999999995;0.7503897822768812;1.4245159482282892;0.4561402801300728
2001-02-20;7.4609375;0.2804590685105508;2.4951768744093035;0.5208300235962485
2001-02-21;7.121874999999999;2.548422068792737;3.379584848125909;0.656975149216933
2001-02-22;7.409270833333333;6.194863313670076;2.3201623416011863;0.6159943792649488
2001-02-23;8.512291666666666;5.634080629428334;-1.0184624180929074;0.4373840041294292
2001-02-24;9.363750000000001;0.5613612791889906;-4.605365555770468;0.0147316053340356
2001-02-25;8.259375;0.6132104059280776;-3.75956610524096;0.2958770173246653
2001-02-26;7.975104166666667;0.2893536945214081;-2.3126666431016827;0.2372299707059392
2001-02-27;7.52875;0.0;0.0217002454768068;0.476463970977451
2001-02-28;7.1961458333333335;0.1831266919243992;0.362958810632413;0.5319152024074417
2001-03-01;6.839791666666667;1.7519183704156938;-0.3496238136561692;0.386028650059955
2001-03-02;6.401770833333334;0.2971069632696069;-0.5019960689971842;0.5222569279297685
2001-03-03;6.182083333333334;1.732037780357704;-1.7612544759223463;0.0911983496456973
2001-03-04;6.082916666666667;5.409355634118467;0.4110631326190606;0.5301569685326081
2001-03-05;7.005624999999999;0.1933495014568194;-0.2377525093958133;0.4185587504579517
2001-03-06;7.234895833333333;1.2945077840496104;2.183508092541592;0.9182464295635642
2001-03-07;10.1353125;2.79334731103865;5.572716831527356;1.0792388578480925
2001-03-08;16.445833333333333;1.1636661176803125;7.183090160914746;0.9939314371813452
2001-03-09;16.6625;2.485265662289522;7.209481386648712;0.8379167388922627
2001-03-10;15.058333333333335;7.818191598482146;8.404915580447222;0.9287368728099672
2001-03-11;17.665625000000002;5.006103674132693;10.084693523485946;1.1284255660289453
2001-03-12;22.657291666666666;2.336797069232864;5.963503626941463;1.2741229783301358
2001-03-13;23.230208333333334;6.244545722296968;3.772924818078946;0.9233058804637588
2001-03-14;25.125;2.3009317060379373;3.4539125789815706;1.0836378466170302
2001-03-15;21.082291666666666;1.864804896529416;6.105159267489732;1.0896617268252735
