;0
snw_dth;0.000000
snw_ast;1.382720
snw_amt;0.643190
snw_amf;0.080340
snw_pmf;0.568186
sl0_mse;45.936863
sl1_mse;185.826706
sl0_fcy;29.404306
sl0_bt0;1.825961
sl1_pwp;209.902969
sl1_fcy;226.603073
sl1_bt0;4.735378
urr_dth;3.147482
lrr_dth;1.563790
urr_rsr;0.992606
urr_tdh;31.345079
urr_tdr;0.067553
urr_cst;0.016637
urr_dro;0.900630
urr_ulc;0.799305
lrr_tdh;10.228590
lrr_cst;0.007609
lrr_dro;0.861874
